id,name,EditableSynonymList_graph_id
,END,esl_20200604115458939534
,HHT1,esl_20200604115458939534
,ORW1,esl_20200604115458939534
,AR-JP,esl_20200604115458939560
,LPRS2,esl_20200604115458939560
,PARK2,esl_20200604115458939560
,PDJ,esl_20200604115458939560
,PTC2,esl_20200604115458939586
,Imp7,esl_20200604115458939610
,RANBP7,esl_20200604115458939610
,CD317,esl_20200604115458939635
,TETHERIN,esl_20200604115458939635
,DBC-1,esl_20200604115458939659
,DBC1,esl_20200604115458939659
,KIAA1967,esl_20200604115458939659
,NET35,esl_20200604115458939659
,p30 DBC,esl_20200604115458939659
,p30DBC,esl_20200604115458939659
,FAF,esl_20200604115458939688
,OSRC,esl_20200604115458939711
,p105-Rb,esl_20200604115458939711
,p110-RB1,esl_20200604115458939711
,pp110,esl_20200604115458939711
,PPP1R130,esl_20200604115458939711
,pRb,esl_20200604115458939711
,RB,esl_20200604115458939711
,ARA267,esl_20200604115458939741
,KMT3B,esl_20200604115458939741
,SOTOS,esl_20200604115458939741
,SOTOS1,esl_20200604115458939741
,STO,esl_20200604115458939741
,NF-ATC,esl_20200604115458939808
,NF-ATc1.2,esl_20200604115458939808
,NFAT2,esl_20200604115458939808
,NFATc,esl_20200604115458939808
,bK984G1.4,esl_20200604115458939839
,EWS,esl_20200604115458939839
,EWS-FLI1,esl_20200604115458939839
,PSR,esl_20200604115458939866
,PTDSR,esl_20200604115458939866
,PTDSR1,esl_20200604115458939866
,LIG3,esl_20200604115458939892
,MAST205,esl_20200604115458939938
,MTSSK,esl_20200604115458939938
,CDC20C,esl_20200604115458939963
,CDH1,esl_20200604115458939963
,FZR,esl_20200604115458939963
,FZR2,esl_20200604115458939963
,HCDH,esl_20200604115458939963
,HCDH1,esl_20200604115458939963
,AF10,esl_20200604115458939993
,API1,esl_20200604115458940017
,c-IAP1,esl_20200604115458940017
,cIAP1,esl_20200604115458940017
,Hiap-2,esl_20200604115458940017
,HIAP2,esl_20200604115458940017
,MIHB,esl_20200604115458940017
,RNF48,esl_20200604115458940017
,CATC5,esl_20200604115458940047
,CTRCT38,esl_20200604115458940047
,MTDPS10,esl_20200604115458940047
,MULK,esl_20200604115458940047
,HEX1,esl_20200604115458940074
,hExoI,esl_20200604115458940074
,ETL4,esl_20200604115458940098
,SKT,esl_20200604115458940098
,EPG3,esl_20200604115458940123
,TANGO5,esl_20200604115458940123
,TMEM49,esl_20200604115458940123
,Oct-3,esl_20200604115458940149
,Oct-4,esl_20200604115458940149
,OCT3,esl_20200604115458940149
,OCT4,esl_20200604115458940149
,OTF-3,esl_20200604115458940149
,OTF3,esl_20200604115458940149
,OTF4,esl_20200604115458940149
,CT5.4,esl_20200604115458940178
,A170,esl_20200604115458940204
,DMRV,esl_20200604115458940204
,FTDALS3,esl_20200604115458940204
,NADGP,esl_20200604115458940204
,OSIL,esl_20200604115458940204
,p60,esl_20200604115458940204
,p62,esl_20200604115458940204
,p62B,esl_20200604115458940204
,PDB3,esl_20200604115458940204
,ZIP3,esl_20200604115458940204
,HHL,esl_20200604115458940237
,TBC1D18,esl_20200604115458940237
,PACE-1,esl_20200604115458940262
,PACE1,esl_20200604115458940262
,SSMED,esl_20200604115458940287
,ALS2CR7,esl_20200604115458940310
,PFTAIRE2,esl_20200604115458940310
,PFTK2,esl_20200604115458940310
,PR264,esl_20200604115458940336
,SC-35,esl_20200604115458940336
,SC35,esl_20200604115458940336
,SFRS2,esl_20200604115458940336
,SFRS2A,esl_20200604115458940336
,SRp30b,esl_20200604115458940336
,71-7A,esl_20200604115458940364
,CXorf5,esl_20200604115458940364
,JBTS10,esl_20200604115458940364
,RP23,esl_20200604115458940364
,SGBS2,esl_20200604115458940364
,Cast2,esl_20200604115458940392
,ELKS,esl_20200604115458940392
,ERC-1,esl_20200604115458940392
,RAB6IP2,esl_20200604115458940392
,c-ros-1,esl_20200604115458940418
,MCF3,esl_20200604115458940418
,ROS,esl_20200604115458940418
,CAK,esl_20200604115458940467
,CD167,esl_20200604115458940467
,DDR,esl_20200604115458940467
,EDDR1,esl_20200604115458940467
,HGK2,esl_20200604115458940467
,MCK10,esl_20200604115458940467
,NEP,esl_20200604115458940467
,NTRK4,esl_20200604115458940467
,PTK3,esl_20200604115458940467
,PTK3A,esl_20200604115458940467
,RTK6,esl_20200604115458940467
,TRKE,esl_20200604115458940467
,IDDHBA,esl_20200604115458940502
,K35,esl_20200604115458940502
,ADAR2,esl_20200604115458940526
,DRABA2,esl_20200604115458940526
,DRADA2,esl_20200604115458940526
,RED1,esl_20200604115458940526
,CT7,esl_20200604115458940574
,CT7.1,esl_20200604115458940574
,CRL2,esl_20200604115458940626
,CRLF2Y,esl_20200604115458940626
,TSLPR,esl_20200604115458940626
,CD213A2,esl_20200604115458940653
,CT19,esl_20200604115458940653
,IL-13R,esl_20200604115458940653
,IL13BP,esl_20200604115458940653
,ALS6,esl_20200604115458940680
,ETM4,esl_20200604115458940680
,FUS1,esl_20200604115458940680
,HNRNPP2,esl_20200604115458940680
,POMP75,esl_20200604115458940680
,TLS,esl_20200604115458940680
,bHLHe73,esl_20200604115458940714
,ECYT4,esl_20200604115458940714
,HIF2A,esl_20200604115458940714
,HLF,esl_20200604115458940714
,MOP2,esl_20200604115458940714
,PASD2,esl_20200604115458940714
,UND,esl_20200604115458940743
,BMND16,esl_20200604115458940767
,INT1,esl_20200604115458940767
,OI15,esl_20200604115458940767
,bA57K17.2,esl_20200604115458940853
,C6orf204,esl_20200604115458940853
,NY-BR-15,esl_20200604115458940853
,HRMT1L1,esl_20200604115458940884
,S152,esl_20200604115458940908
,S152. LPFS2,esl_20200604115458940908
,T14,esl_20200604115458940908
,TNFRSF7,esl_20200604115458940908
,Tp55,esl_20200604115458940908
,CD140B,esl_20200604115458940971
,IBGC4,esl_20200604115458940971
,IMF1,esl_20200604115458940971
,JTK12,esl_20200604115458940971
,KOGS,esl_20200604115458940971
,PDGFR,esl_20200604115458940971
,PDGFR-1,esl_20200604115458940971
,PDGFR1,esl_20200604115458940971
,PENTT,esl_20200604115458940971
,EWS-ATF1,esl_20200604115458941005
,FUS/ATF-1,esl_20200604115458941005
,TREB36,esl_20200604115458941005
,ARH12,esl_20200604115458941031
,ARHA,esl_20200604115458941031
,EDFAOB,esl_20200604115458941031
,RHO12,esl_20200604115458941031
,RHOH12,esl_20200604115458941031
,SLEB11,esl_20200604115458941104
,CLG4B,esl_20200604115458941128
,GELB,esl_20200604115458941128
,MANDP2,esl_20200604115458941128
,MMP-9,esl_20200604115458941128
,CHL1,esl_20200604115458941154
,CHLR1,esl_20200604115458941154
,KRG2,esl_20200604115458941154
,WABS,esl_20200604115458941154
,HALR,esl_20200604115458941180
,KLEFS2,esl_20200604115458941180
,MLL3,esl_20200604115458941180
,CAG3A,esl_20200604115458941206
,CTG3a,esl_20200604115458941206
,NBL,esl_20200604115458941206
,NUMB-R,esl_20200604115458941206
,NUMBLIKE,esl_20200604115458941206
,NUMBR,esl_20200604115458941206
,TNRC23,esl_20200604115458941206
,ACC-1,esl_20200604115458941258
,ACC-2,esl_20200604115458941258
,ACC1,esl_20200604115458941258
,ACC2,esl_20200604115458941258
,BCL2L5,esl_20200604115458941258
,BFL1,esl_20200604115458941258
,GRS,esl_20200604115458941258
,HBPA1,esl_20200604115458941258
,TLR7-like,esl_20200604115458941289
,CC-CKR-4,esl_20200604115458941313
,CD194,esl_20200604115458941313
,ChemR13,esl_20200604115458941313
,CKR4,esl_20200604115458941313
,CMKBR4,esl_20200604115458941313
,HGCN:14099,esl_20200604115458941313
,K5-5,esl_20200604115458941313
,DCML,esl_20200604115458941343
,IMD21,esl_20200604115458941343
,MONOMAC,esl_20200604115458941343
,NFE1B,esl_20200604115458941343
,C15DUPq,esl_20200604115458941370
,CKTSF1B1,esl_20200604115458941370
,CRAC1,esl_20200604115458941370
,CRCS4,esl_20200604115458941370
,DAND2,esl_20200604115458941370
,DRM,esl_20200604115458941370
,DUP15q,esl_20200604115458941370
,GREMLIN,esl_20200604115458941370
,HMPS,esl_20200604115458941370
,HMPS1,esl_20200604115458941370
,IHG-2,esl_20200604115458941370
,MPSH,esl_20200604115458941370
,PIG2,esl_20200604115458941370
,TORC-2,esl_20200604115458941435
,TORC2,esl_20200604115458941435
,HPIP,esl_20200604115458941461
,BAK,esl_20200604115458941485
,BAK-LIKE,esl_20200604115458941485
,BCL2L7,esl_20200604115458941485
,CDN1,esl_20200604115458941485
,DPC4,esl_20200604115458941512
,JIP,esl_20200604115458941512
,MADH4,esl_20200604115458941512
,MYHRS,esl_20200604115458941512
,C8orf2,esl_20200604115458941540
,Erlin-2,esl_20200604115458941540
,NET32,esl_20200604115458941540
,SPFH2,esl_20200604115458941540
,SPG18,esl_20200604115458941540
,CVIL,esl_20200604115458941568
,CVL,esl_20200604115458941568
,HEL-S-105,esl_20200604115458941568
,VIL2,esl_20200604115458941568
,EGP-1,esl_20200604115458941595
,EGP1,esl_20200604115458941595
,GA733-1,esl_20200604115458941595
,GA7331,esl_20200604115458941595
,GP50,esl_20200604115458941595
,M1S1,esl_20200604115458941595
,TROP2,esl_20200604115458941595
,EG5,esl_20200604115458941625
,HKSP,esl_20200604115458941625
,KNSL1,esl_20200604115458941625
,MCLMR,esl_20200604115458941625
,TRIP5,esl_20200604115458941625
,BCL2L4,esl_20200604115458941653
,COCA1,esl_20200604115458941676
,FCC1,esl_20200604115458941676
,hMSH2,esl_20200604115458941676
,HNPCC,esl_20200604115458941676
,HNPCC1,esl_20200604115458941676
,LCFS2,esl_20200604115458941676
,C2/4GnT,esl_20200604115458941705
,C24GNT,esl_20200604115458941705
,C2GNT2,esl_20200604115458941705
,C2GNTM,esl_20200604115458941705
,GNTM,esl_20200604115458941705
,AIK2,esl_20200604115458941733
,AIM-1,esl_20200604115458941733
,AIM1,esl_20200604115458941733
,ARK-2,esl_20200604115458941733
,ARK2,esl_20200604115458941733
,AurB,esl_20200604115458941733
,aurkb-sv1,esl_20200604115458941733
,aurkb-sv2,esl_20200604115458941733
,IPL1,esl_20200604115458941733
,PPP1R48,esl_20200604115458941733
,STK-1,esl_20200604115458941733
,STK12,esl_20200604115458941733
,STK5,esl_20200604115458941733
,CHET9,esl_20200604115458941768
,JJAZ1,esl_20200604115458941768
,GNRHR1,esl_20200604115458941809
,GRHR,esl_20200604115458941809
,HH7,esl_20200604115458941809
,LHRHR,esl_20200604115458941809
,LRHR,esl_20200604115458941809
,TIP5,esl_20200604115458941839
,WALp3,esl_20200604115458941839
,DNMT3A2,esl_20200604115458941864
,HESJAS,esl_20200604115458941864
,M.HsaIIIA,esl_20200604115458941864
,TBRS,esl_20200604115458941864
,p100,esl_20200604115458941891
,TDRD11,esl_20200604115458941891
,Tudor-SN,esl_20200604115458941891
,BSC,esl_20200604115458941917
,BSC2,esl_20200604115458941917
,NKCC1,esl_20200604115458941917
,PPP1R141,esl_20200604115458941917
,EXP,esl_20200604115458941944
,MBNL,esl_20200604115458941944
,CD71,esl_20200604115458941969
,IMD46,esl_20200604115458941969
,p90,esl_20200604115458941969
,T9,esl_20200604115458941969
,TFR,esl_20200604115458941969
,TFR1,esl_20200604115458941969
,TR,esl_20200604115458941969
,TRFR,esl_20200604115458941969
,HPC13,esl_20200604115458942000
,IGBF,esl_20200604115458942000
,MSP,esl_20200604115458942000
,MSPB,esl_20200604115458942000
,PN44,esl_20200604115458942000
,PRPS,esl_20200604115458942000
,PSP,esl_20200604115458942000
,PSP-94,esl_20200604115458942000
,PSP57,esl_20200604115458942000
,PSP94,esl_20200604115458942000
,HRMT1L5,esl_20200604115458942033
,HSL7,esl_20200604115458942033
,IBP72,esl_20200604115458942033
,JBP1,esl_20200604115458942033
,SKB1,esl_20200604115458942033
,SKB1Hs,esl_20200604115458942033
,BTEB2,esl_20200604115458942085
,CKLF,esl_20200604115458942085
,IKLF,esl_20200604115458942085
,bA165P4.1,esl_20200604115458942111
,CEP1,esl_20200604115458942111
,CEP110,esl_20200604115458942111
,FAN,esl_20200604115458942111
,C2orf44,esl_20200604115458942138
,MMAP,esl_20200604115458942138
,PP384,esl_20200604115458942138
,hVps34,esl_20200604115458942164
,VPS34,esl_20200604115458942164
,Vps34,esl_20200604115458942164
,AC133,esl_20200604115458942189
,CD133,esl_20200604115458942189
,CORD12,esl_20200604115458942189
,MCDR2,esl_20200604115458942189
,MSTP061,esl_20200604115458942189
,PROML1,esl_20200604115458942189
,RP41,esl_20200604115458942189
,STGD4,esl_20200604115458942189
,CT130,esl_20200604115458942220
,MAPE,esl_20200604115458942220
,OIP-4,esl_20200604115458942220
,OIP4,esl_20200604115458942220
,bHLHb39,esl_20200604115458942247
,HES-1,esl_20200604115458942247
,HHL,esl_20200604115458942247
,HRY,esl_20200604115458942247
,'C-K-RAS,esl_20200604115458942295
,C-K-RAS,esl_20200604115458942295
,c-Ki-ras,esl_20200604115458942295
,c-Ki-ras2,esl_20200604115458942295
,CFC2,esl_20200604115458942295
,K-Ras,esl_20200604115458942295
,K-Ras 2,esl_20200604115458942295
,K-RAS2A,esl_20200604115458942295
,K-RAS2B,esl_20200604115458942295
,K-RAS4A,esl_20200604115458942295
,K-RAS4B,esl_20200604115458942295
,KI-RAS,esl_20200604115458942295
,KRAS1,esl_20200604115458942295
,KRAS2,esl_20200604115458942295
,NS,esl_20200604115458942295
,NS3,esl_20200604115458942295
,OES,esl_20200604115458942295
,RALD,esl_20200604115458942295
,RASK2,esl_20200604115458942295
,FBX4,esl_20200604115458942338
,FIGLER6,esl_20200604115458942361
,SALM3,esl_20200604115458942361
,SALM3.,esl_20200604115458942361
,HRG4,esl_20200604115458942387
,FAM77B,esl_20200604115458942410
,NKAIP2,esl_20200604115458942410
,TCBA,esl_20200604115458942410
,TCBA1,esl_20200604115458942410
,BAF190,esl_20200604115458942437
,BAF190A,esl_20200604115458942437
,BRG1,esl_20200604115458942437
,CSS4,esl_20200604115458942437
,hSNF2b,esl_20200604115458942437
,MRD16,esl_20200604115458942437
,RTPS2,esl_20200604115458942437
,SNF2,esl_20200604115458942437
,SNF2-beta,esl_20200604115458942437
,SNF2L4,esl_20200604115458942437
,SNF2LB,esl_20200604115458942437
,SWI2,esl_20200604115458942437
,CED,esl_20200604115458942475
,DPD1,esl_20200604115458942475
,IBDIMDE,esl_20200604115458942475
,LAP,esl_20200604115458942475
,TGF-beta1,esl_20200604115458942475
,TGFB,esl_20200604115458942475
,TGFbeta,esl_20200604115458942475
,ODC,esl_20200604115458942505
,AT-V1,esl_20200604115458942528
,AT-V2,esl_20200604115458942528
,ATV,esl_20200604115458942528
,NBS,esl_20200604115458942528
,NBS1,esl_20200604115458942528
,P95,esl_20200604115458942528
,ASPCR1,esl_20200604115458942559
,ASPL,esl_20200604115458942559
,ASPS,esl_20200604115458942559
,RCC17,esl_20200604115458942559
,TUG,esl_20200604115458942559
,UBXD9,esl_20200604115458942559
,UBXN9,esl_20200604115458942559
,ASV,esl_20200604115458942589
,c-SRC,esl_20200604115458942589
,p60-Src,esl_20200604115458942589
,SRC1,esl_20200604115458942589
,THC6,esl_20200604115458942589
,EAP1,esl_20200604115458942616
,HPTTG,esl_20200604115458942616
,PTTG,esl_20200604115458942616
,TUTR1,esl_20200604115458942616
,BRK,esl_20200604115458942642
,NR2B1,esl_20200604115458942665
,IRTKS,esl_20200604115458942689
,HPC9,esl_20200604115458942713
,PSGD,esl_20200604115458942713
,FPS,esl_20200604115458942737
,Bp50,esl_20200604115458942760
,CDW40,esl_20200604115458942760
,p50,esl_20200604115458942760
,TNFRSF5,esl_20200604115458942760
,JMJD3,esl_20200604115458942786
,NEDCFSA,esl_20200604115458942786
,CDHF14,esl_20200604115458942811
,CDHR11,esl_20200604115458942811
,FAT-J,esl_20200604115458942811
,FATJ,esl_20200604115458942811
,HKLLS2,esl_20200604115458942811
,NBLA00548,esl_20200604115458942811
,VMLDS2,esl_20200604115458942811
,MRXS34,esl_20200604115458942862
,NMT55,esl_20200604115458942862
,NRB54,esl_20200604115458942862
,P54,esl_20200604115458942862
,P54NRB,esl_20200604115458942862
,PPP1R114,esl_20200604115458942862
,CVID10,esl_20200604115458942894
,H2TF1,esl_20200604115458942894
,LYT-10,esl_20200604115458942894
,LYT10,esl_20200604115458942894
,NF-kB2,esl_20200604115458942894
,p100,esl_20200604115458942894
,p49/p100,esl_20200604115458942894
,p52,esl_20200604115458942894
,GALGT,esl_20200604115458942926
,GalNAc-T,esl_20200604115458942926
,GALNACT,esl_20200604115458942926
,SPG26,esl_20200604115458942926
,C20orf33,esl_20200604115458942954
,dJ633O20.1,esl_20200604115458942954
,NAP,esl_20200604115458942954
,P14L,esl_20200604115458942954
,PP8304,esl_20200604115458942954
,ania-6a,esl_20200604115458942983
,ANIA6A,esl_20200604115458942983
,BM-001,esl_20200604115458942983
,PRO1073,esl_20200604115458942983
,3DL2,esl_20200604115458943011
,CD158K,esl_20200604115458943011
,KIR-3DL2,esl_20200604115458943011
,NKAT-4,esl_20200604115458943011
,NKAT4,esl_20200604115458943011
,NKAT4B,esl_20200604115458943011
,p140,esl_20200604115458943011
,p38-2,esl_20200604115458943068
,P38B,esl_20200604115458943068
,p38Beta,esl_20200604115458943068
,P38BETA2,esl_20200604115458943068
,PRKM11,esl_20200604115458943068
,SAPK2,esl_20200604115458943068
,SAPK2B,esl_20200604115458943068
,RFP,esl_20200604115458943100
,RNF76,esl_20200604115458943100
,ETOHI2,esl_20200604115458943125
,HSA242976,esl_20200604115458943125
,RANSE3L,esl_20200604115458943125
,RN3,esl_20200604115458943125
,RNASE3L,esl_20200604115458943125
,RNASEN,esl_20200604115458943125
,E2-20K,esl_20200604115458943154
,GID3,esl_20200604115458943154
,UBC8,esl_20200604115458943154
,UBCH,esl_20200604115458943154
,UBCH2,esl_20200604115458943154
,CT98,esl_20200604115458943183
,IMP-3,esl_20200604115458943183
,IMP3,esl_20200604115458943183
,KOC,esl_20200604115458943183
,KOC1,esl_20200604115458943183
,VICKZ3,esl_20200604115458943183
,CFIM,esl_20200604115458943212
,CFIM68,esl_20200604115458943212
,CFIM72,esl_20200604115458943212
,HPBRII-4,esl_20200604115458943212
,HPBRII-7,esl_20200604115458943212
,BACH1,esl_20200604115458943240
,FANCJ,esl_20200604115458943240
,OF,esl_20200604115458943240
,CRM-1,esl_20200604115458943265
,CRM1,esl_20200604115458943265
,emb,esl_20200604115458943265
,exp1,esl_20200604115458943265
,D6S204,esl_20200604115458943315
,HLA-JY3,esl_20200604115458943315
,HLAC,esl_20200604115458943315
,HLC-C,esl_20200604115458943315
,MHC,esl_20200604115458943315
,PSORS1,esl_20200604115458943315
,bA282P11.1,esl_20200604115458943345
,C6orf97,esl_20200604115458943345
,FGCP,esl_20200604115458943370
,FOLH,esl_20200604115458943370
,GCP2,esl_20200604115458943370
,GCPII,esl_20200604115458943370
,mGCP,esl_20200604115458943370
,NAALAD1,esl_20200604115458943370
,NAALAdase,esl_20200604115458943370
,PSM,esl_20200604115458943370
,PSMA,esl_20200604115458943370
,CHC,esl_20200604115458943401
,CHC17,esl_20200604115458943401
,CLH-17,esl_20200604115458943401
,CLTCL2,esl_20200604115458943401
,Hc,esl_20200604115458943401
,MRD56,esl_20200604115458943401
,ARK,esl_20200604115458943430
,JTK11,esl_20200604115458943430
,Tyro7,esl_20200604115458943430
,UFO,esl_20200604115458943430
,DTR,esl_20200604115458943456
,DTS,esl_20200604115458943456
,DTSF,esl_20200604115458943456
,HEGFL,esl_20200604115458943456
,bA119F7.1,esl_20200604115458943482
,CXXC6,esl_20200604115458943482
,LCX,esl_20200604115458943482
,SS-5-R,esl_20200604115458943509
,COCA2,esl_20200604115458943532
,FCC2,esl_20200604115458943532
,hMLH1,esl_20200604115458943532
,HNPCC,esl_20200604115458943532
,HNPCC2,esl_20200604115458943532
,CT1.4,esl_20200604115458943560
,MAGE-41,esl_20200604115458943560
,MAGE-X2,esl_20200604115458943560
,MAGE4,esl_20200604115458943560
,MAGE4A,esl_20200604115458943560
,MAGE4B,esl_20200604115458943560
,bA138E2.2,esl_20200604115458943589
,GCDRP,esl_20200604115458943589
,LUSTR1,esl_20200604115458943589
,DNA-PKC,esl_20200604115458943615
,DNA-PKcs,esl_20200604115458943615
,DNAPK,esl_20200604115458943615
,DNAPKc,esl_20200604115458943615
,DNPK1,esl_20200604115458943615
,HYRC,esl_20200604115458943615
,HYRC1,esl_20200604115458943615
,IMD26,esl_20200604115458943615
,p350,esl_20200604115458943615
,XRCC7,esl_20200604115458943615
,NEU1,esl_20200604115458943648
,VE-STATIN,esl_20200604115458943648
,ZNEU1,esl_20200604115458943648
,PP9284,esl_20200604115458943674
,PRSS10,esl_20200604115458943674
,BIT,esl_20200604115458943698
,CD172A,esl_20200604115458943698
,MFR,esl_20200604115458943698
,MYD-1,esl_20200604115458943698
,P84,esl_20200604115458943698
,PTPNS1,esl_20200604115458943698
,SHPS1,esl_20200604115458943698
,SIRP,esl_20200604115458943698
,FGF-9,esl_20200604115458943729
,GAF,esl_20200604115458943729
,HBFG-9,esl_20200604115458943729
,HBGF-9,esl_20200604115458943729
,SYNS3,esl_20200604115458943729
,CRISTIN2,esl_20200604115458943771
,HHRRD,esl_20200604115458943771
,TETAMS2,esl_20200604115458943771
,APDS,esl_20200604115458943800
,IMD14,esl_20200604115458943800
,p110D,esl_20200604115458943800
,P110DELTA,esl_20200604115458943800
