id,Author_graph_id,LiteratureReference_graph_id
,author_reinhold_wc,ref_22927417
,author_leo_e,ref_22927417
,author_jones_ba,ref_29726819
,author_varambally_s,ref_29726819
,author_arend_rc,ref_29726819
,author_yamato_i,ref_25888293
,author_sho_m,ref_25888293
,author_kinoshita_s,ref_25888293
,author_nishiwada_s,ref_25888293
,author_shimada_k,ref_25888293
,author_akahori_t,ref_25888293
,author_konishi_n,ref_25888293
,author_nakajima_y,ref_25888293
,author_yasuda_s,ref_25888293
,author_nagai_m,ref_25888293
,author_jehle_j,ref_21850047
,author_thomas_d,ref_21850047
,author_schweizer_pa,ref_21850047
,author_katus_ha,ref_21850047
,author_li_m,ref_23459091
,author_babcock_jj,ref_23459091
,author_khan_r,ref_21190577
,author_sowter_h,ref_21190577
,author_shaw_r,ref_21190577
,author_asher_v,ref_21190577
,author_bali_a,ref_21190577
,author_reich_nc,ref_24470978
,author_ru_y,ref_27708213
,author_pommier_y,ref_27708213
,author_tang_sw,ref_27708213
,author_yu_gk,ref_27708213
,author_murai_j,ref_27708213
,author_shen_y,ref_27708213
,author_feng_y,ref_27708213
,author_shapshak_p,ref_23055623
,author_conti_m,ref_26562185
,author_mika_d,ref_26562185
,author_bardella_c,ref_21771581
,author_tomlinson_i,ref_21771581
,author_pollard_pj,ref_21771581
,author_kolackov_k,ref_23457139
,author_bednarek_tupikowska_g,ref_23457139
,author_tupikowski_k,ref_23457139
,author_thom_m,ref_28284009
,author_powell_m,ref_28284009
,author_denes_j,ref_28284009
,author_hadjidemetriou_i,ref_28284009
,author_baldeweg_se,ref_28284009
,author_korbonits_m,ref_28284009
,author_tufton_n,ref_28284009
,author_dang_mn,ref_28284009
,author_fersht_n,ref_28284009
,author_guasti_l,ref_28284009
,author_roncaroli_f,ref_28284009
,author_gertler_aa,ref_26717993
,author_cohen_hy,ref_26717993
,author_lerrer_b,ref_26717993
,author_otsubo_c,ref_24451369
,author_ohnishi_h,ref_24451369
,author_murata_y,ref_24451369
,author_mori_m,ref_24451369
,author_kotani_t,ref_24451369
,author_matozaki_t,ref_24451369
,author_mantilidewi_ki,ref_24451369
,author_kusakari_s,ref_24451369
,author_amary_mf,ref_24633157
,author_gumbs_c,ref_24633157
,author_katan_m,ref_24633157
,author_al_sannaa,ref_24633157
,author_cooke_sl,ref_24633157
,author_cao_y,ref_24633157
,author_baumhoer_d,ref_24633157
,author_koss_h,ref_24633157
,author_bunney_td,ref_24633157
,author_butler_a,ref_24633157
,author_wedge_dc,ref_24633157
,author_mudie_l,ref_24633157
,author_torres_ke,ref_24633157
,author_lazar_aj,ref_24633157
,author_protopopov_a,ref_24633157
,author_tirabosco_r,ref_24633157
,author_zhang_j,ref_24633157
,author_vollan_hkm,ref_24633157
,author_roxanis_i,ref_24633157
,author_martin_s,ref_24633157
,author_steers_g,ref_24633157
,author_sheldon_h,ref_24633157
,author_harris_a,ref_24633157
,author_mcdermott_u,ref_24633157
,author_flanagan_am,ref_24633157
,author_patil_m,ref_24633157
,author_mahadeshwar_h,ref_24633157
,author_khatri_b,ref_24633157
,author_hardy_c,ref_24633157
,author_little_l,ref_24633157
,author_pillay_n,ref_24633157
,author_boshoff_c,ref_24633157
,author_campbell_pj,ref_24633157
,author_song_x,ref_24633157
,author_ravi_v,ref_24633157
,author_papaemmanuil_e,ref_24633157
,author_futreal_pa,ref_24633157
,author_ramakrishna_m,ref_24633157
,author_tang_j,ref_24633157
,author_seth_s,ref_24633157
,author_joseph_or,ref_24633157
,author_stratton_mr,ref_24633157
,author_martincorena_i,ref_24633157
,author_van_loo,ref_24633157
,author_tarpey_ps,ref_24633157
,author_gundem_g,ref_24633157
,author_behjati_s,ref_24633157
,author_halai_d,ref_24633157
,author_teague_jw,ref_24633157
,author_ingram_d,ref_24633157
,author_otto_g,ref_24445538
,author_palmedo_g,ref_24445538
,author_garrido_m,ref_24445538
,author_bastian_bc,ref_24445538
,author_busam_kj,ref_24445538
,author_berger_mf,ref_24445538
,author_botton_t,ref_24445538
,author_ross_js,ref_24445538
,author_miller_va,ref_24445538
,author_stephens_pj,ref_24445538
,author_sparatta_a,ref_24445538
,author_cronin_mt,ref_24445538
,author_esteve_puig_r,ref_24445538
,author_cerroni_l,ref_24445538
,author_wiesner_t,ref_24445538
,author_lipson_d,ref_24445538
,author_brennan_k,ref_24445538
,author_yeh_i,ref_24445538
,author_yelensky_r,ref_24445538
,author_kutzner_h,ref_24445538
,author_murali_r,ref_24445538
,author_he_j,ref_24445538
,author_he_j,ref_28502040
,author_guo_m,ref_28502040
,author_liu_l,ref_28502040
,author_liang_w,ref_28502040
,author_liu_y,ref_28502040
,author_deng_q,ref_28502040
,author_guo_z,ref_28502040
,author_he_q,ref_28502040
,author_chen_x,ref_28502040
,author_tang_h,ref_28502040
,author_huang_l,ref_28502040
,author_pan_h,ref_28502040
,author_zhang_j,ref_28585035
,author_kong_sj,ref_28585035
,author_yin_jf,ref_28585035
,author_zhang_hy,ref_28585035
,author_zhang_x,ref_28585035
,author_chen_xm,ref_28585035
,author_karrison_tg,ref_30645764
,author_sharma_mr,ref_30645764
,author_catenacci_dvt,ref_30645764
,author_kozloff_mf,ref_30645764
,author_marsh_r,ref_30645764
,author_polite_bn,ref_30645764
,author_suh_g,ref_30645764
,author_allen_k,ref_30645764
,author_kindler_hl,ref_30645764
,author_joshi_ss,ref_30645764
,author_karin_m,ref_11875461
,author_lin_a,ref_11875461
,author_ellmeier_w,ref_30117609
,author_hainberger_d,ref_30117609
,author_muller_l,ref_30117609
,author_stolz_v,ref_30117609
,author_pappo_as,ref_29606586
,author_rudzinski_e,ref_29606586
,author_federman_n,ref_29606586
,author_mascarenhas_l,ref_29606586
,author_nagasubramanian_r,ref_29606586
,author_albert_cm,ref_29606586
,author_hawkins_ds,ref_29606586
,author_turpin_b,ref_29606586
,author_reynolds_m,ref_29606586
,author_cox_mc,ref_29606586
,author_smith_s,ref_29606586
,author_tuch_bb,ref_29606586
,author_feraco_am,ref_29606586
,author_dubois_sg,ref_29606586
,author_davis_jl,ref_29606586
,author_laetsch_tw,ref_29606586
,author_ebata_kt,ref_29606586
,author_cruickshank_s,ref_29606586
,author_hahn_wc,ref_24362534
,author_hagerstrand_d,ref_24362534
,author_kim_e,ref_24362534
,author_o_connell_jt,ref_24362534
,author_zhou_ay,ref_24362534
,author_shen_rr,ref_24362534
,author_beroukhim_r,ref_24362534
,author_turner_n,ref_20094046
,author_grose_r,ref_20094046
,author_matsuike_a,ref_11598623
,author_asano_g,ref_11598623
,author_watanabe_m,ref_11598623
,author_ishiwata_t,ref_11598623
,author_chirino_yi,ref_28385737
,author_molina_guzman_e,ref_28385737
,author_rodriguez_sosa_m,ref_28385737
,author_arias_romero_le,ref_28385737
,author_ledesma_soto_y,ref_28385737
,author_avila_moreno_f,ref_28385737
,author_delgado_ramirez_yg,ref_28385737
,author_vaca_paniagua_f,ref_28385737
,author_gutierrez_cirlos_eb,ref_28385737
,author_perez_plasencia_cg,ref_28385737
,author_terrazas_li,ref_28385737
,author_leon_cabrera_sa,ref_28385737
,author_vazquez_sandoval_a,ref_28385737
,author_delgado_buenrostro_nl,ref_28385737
,author_shin_yk,ref_30562755
,author_wang_lh,ref_30562755
,author_rajasekaran_n,ref_30562755
,author_wu_cf,ref_30562755
,author_heldin_ch,ref_24359404
,author_silvennoinen_o,ref_15575979
,author_o_shea_jj,ref_15575979
,author_pesu_m,ref_15575979
,author_yamaoka_k,ref_15575979
,author_holt_ve,ref_15575979
,author_saharinen_p,ref_15575979
,author_ali_sm,ref_30079384
,author_guo_y,ref_30079384
,author_unutmaz_d,ref_30079384
,author_wang_k,ref_30079384
,author_kozhaya_l,ref_30079384
,author_chen_x,ref_30079384
,author_greenplate_a,ref_30079384
,author_palma_n,ref_30079384
,author_miller_va,ref_30079384
,author_stephens_pj,ref_30079384
,author_reddy_nm,ref_30079384
,author_irish_jm,ref_30079384
,author_tripathi_rm,ref_30079384
,author_shyr_y,ref_30079384
,author_dave_up,ref_30079384
,author_inokuchi_m,ref_28465671
,author_uetake_h,ref_28465671
,author_ishikawa_t,ref_28465671
,author_kojima_k,ref_28465671
,author_kawano_t,ref_28465671
,author_takagi_y,ref_28465671
,author_nasri_b,ref_28465671
,author_otsuki_s,ref_28465671
,author_hein_m,ref_31568682
,author_trepant_al,ref_31568682
,author_bouchart_c,ref_31568682
,author_van_gestel,ref_31568682
,author_demetter_p,ref_31568682
,author_zhou_jg,ref_30066881
,author_wang_p,ref_30066881
,author_lv_xy,ref_30066881
,author_li_sh,ref_30066881
,author_wang_j,ref_30066881
,author_wei_b,ref_30066881
,author_huang_f,ref_30066881
,author_nakamori_s,ref_24908114
,author_fukui_h,ref_24908114
,author_sasako_m,ref_24908114
,author_kaibe_n,ref_24908114
,author_maeyama_y,ref_24908114
,author_kikuchi_s,ref_24908114
,author_niwa_h,ref_24908114
,author_takemura_m,ref_24908114
,author_matsumoto_m,ref_24908114
,author_miwa_h,ref_24908114
,author_morimoto_k,ref_24908114
,author_hirota_s,ref_24908114
,author_zhang_y,ref_24380799
,author_eroglu_b,ref_24380799
,author_mivechi_nf,ref_24380799
,author_min_jn,ref_24380799
,author_eroglu_a,ref_24380799
,author_szurek_e,ref_24380799
,author_moskophidis_d,ref_24380799
,author_wei_b,ref_22350700
,author_xi_hq,ref_22350700
,author_chen_l,ref_22350700
,author_wu_xs,ref_22350700
,author_fernandez_c,ref_22242939
,author_pasquale_eb,ref_22242939
,author_lisabeth_em,ref_22242939
,author_schiff_r,ref_26122181
,author_de_angelis,ref_26122181
,author_buchwalter_g,ref_26122181
,author_jeselsohn_r,ref_26122181
,author_brown_m,ref_26122181
,author_mouly_v,ref_27286750
,author_tan_s,ref_27286750
,author_bouvet_f,ref_27286750
,author_croissant_c,ref_27286750
,author_bouter_a,ref_27286750
,author_carmeille_r,ref_27286750
,author_gounou_c,ref_27286750
,author_mamchaoui_k,ref_27286750
,author_brisson_ar,ref_27286750
,author_ghram_m,ref_24347639
,author_pak_h,ref_24347639
,author_di_noia,ref_24347639
,author_hebert_j,ref_24347639
,author_daou_s,ref_24347639
,author_corbeil_l,ref_24347639
,author_affar_el,ref_24347639
,author_hammond_martel_i,ref_24347639
,author_rodrigue_a,ref_24347639
,author_drobetsky_e,ref_24347639
,author_masson_jy,ref_24347639
,author_hebert_j,ref_24347639
,author_yu_h,ref_24347639
,author_barbour_h,ref_24347639
,author_decristo_mj,ref_30061045
,author_zhao_jj,ref_30061045
,author_goel_s,ref_30061045
,author_mcallister_ss,ref_30061045
,author_baccarini_m,ref_21577205
,author_maurer_g,ref_21577205
,author_tarkowski_b,ref_21577205
,author_li_z,ref_23495171
,author_mahajan_s,ref_23495171
,author_kraft_as,ref_23495171
,author_kang_y,ref_23495171
,author_wang_y,ref_23495171
,author_lin_yw,ref_23495171
,author_an_n,ref_23495171
,author_kellner_jn,ref_23495171
,author_deng_n,ref_21993851
,author_yan_b,ref_21993851
,author_salto_tellez_m,ref_21993851
,author_ng_lk,ref_21993851
,author_ong_cw,ref_21993851
,author_yong_kj,ref_21993851
,author_lim_kh,ref_21993851
,author_singapore_gastric,ref_21993851
,author_yau_ex,ref_21993851
,author_tan_p,ref_21993851
,author_lam_y,ref_21993851
,author_samanta_s,ref_21993851
,author_bhattacharya_b,ref_21993851
,author_yeoh_kg,ref_21993851
,author_soong_r,ref_21993851
,author_simhadri_s,ref_28539463
,author_kulkarni_a,ref_28539463
,author_ganesan_s,ref_28539463
,author_al_hraishawi_h,ref_28539463
,author_hirshfield_km,ref_28539463
,author_pine_s,ref_28539463
,author_teo_ml,ref_28539463
,author_rodriguez_rodriguez_l,ref_28539463
,author_jeyamohan_c,ref_28539463
,author_chen_s,ref_28539463
,author_mehnert_jm,ref_28539463
,author_sokol_l,ref_28539463
,author_white_e,ref_28539463
,author_ali_s,ref_28539463
,author_letourneau_a,ref_26950094
,author_grosdemange_k,ref_26950094
,author_bonilla_x,ref_26950094
,author_sumara_o,ref_26950094
,author_andrianova_ma,ref_26950094
,author_antonarakis_se,ref_26950094
,author_eilers_m,ref_26950094
,author_garieri_m,ref_26950094
,author_michielin_o,ref_26950094
,author_ribaux_pg,ref_26950094
,author_verdan_c,ref_26950094
,author_zoete_v,ref_26950094
,author_parmentier_l,ref_26950094
,author_ben_chaabene,ref_26950094
,author_guipponi_m,ref_26950094
,author_kaya_g,ref_26950094
,author_bezrukov_f,ref_26950094
,author_sharpe_hj,ref_26950094
,author_seplyarskiy_vb,ref_26950094
,author_aifantis_i,ref_26950094
,author_santoni_fa,ref_26950094
,author_basset_seguin_n,ref_26950094
,author_popadin_k,ref_26950094
,author_mckee_t,ref_26950094
,author_de_sauvage,ref_26950094
,author_nikolaev_si,ref_26950094
,author_king_b,ref_26950094
,author_wagle_n,ref_22817889
,author_hoon_ds,ref_22817889
,author_imielinski_m,ref_22817889
,author_wagner_sn,ref_22817889
,author_wargo_j,ref_22817889
,author_chen_g,ref_22817889
,author_onofrio_rc,ref_22817889
,author_gershenwald_je,ref_22817889
,author_chong_k,ref_22817889
,author_lander_es,ref_22817889
,author_hodis_e,ref_22817889
,author_davies_ma,ref_22817889
,author_kryukov_gv,ref_22817889
,author_nickerson_e,ref_22817889
,author_dicara_d,ref_22817889
,author_getz_g,ref_22817889
,author_theurillat_jp,ref_22817889
,author_cibulskis_k,ref_22817889
,author_winckler_w,ref_22817889
,author_ramos_ah,ref_22817889
,author_auclair_d,ref_22817889
,author_ardlie_k,ref_22817889
,author_stransky_n,ref_22817889
,author_ladbury_je,ref_22817889
,author_stemke_hale_k,ref_22817889
,author_place_c,ref_22817889
,author_li_l,ref_22817889
,author_voet_d,ref_22817889
,author_arold_st,ref_22817889
,author_lawrence_ms,ref_22817889
,author_sivachenko_a,ref_22817889
,author_chin_l,ref_22817889
,author_morton_dl,ref_22817889
,author_saksena_g,ref_22817889
,author_watson_ir,ref_22817889
,author_schadendorf_d,ref_22817889
,author_gabriel_sb,ref_22817889
,author_meyerson_m,ref_22817889
,author_noble_m,ref_22817889
,author_garraway_la,ref_22817889
,author_miki_y,ref_26850833
,author_nguyen_ct,ref_26850833
,author_kayamori_k,ref_26850833
,author_pal_sk,ref_26850833
,author_sakamoto_k,ref_26850833
,author_yamaguchi_a,ref_26850833
,author_morita_ki,ref_26850833
,author_chen_sq,ref_26075074
,author_qi_yl,ref_26075074
,author_lin_jy,ref_26075074
,author_zhu_jw,ref_26075074
,author_hong_bb,ref_26075074
,author_smith_p,ref_29121062
,author_yu_l,ref_29121062
,author_zhu_p,ref_29121062
,author_wu_j,ref_29121062
,author_chmielecki_j,ref_29121062
,author_warmuth_m,ref_29121062
,author_stephens_pj,ref_29121062
,author_albacker_la,ref_29121062
,author_li_rq,ref_29567472
,author_wu_n,ref_29567472
,author_li_l,ref_29567472
,author_kimura_f,ref_18594526
,author_ohtsuka_m,ref_18594526
,author_nomura_s,ref_18594526
,author_takano_s,ref_18594526
,author_kobayashi_s,ref_18594526
,author_shimizu_h,ref_18594526
,author_yoshidome_h,ref_18594526
,author_kato_a,ref_18594526
,author_shida_t,ref_18594526
,author_yoshitomi_h,ref_18594526
,author_miyazaki_m,ref_18594526
,author_grose_rp,ref_30405704
,author_clayton_ns,ref_30405704
,author_liu_y,ref_27813335
,author_zhang_jh,ref_27813335
,author_li_yf,ref_27813335
,author_long_yh,ref_27813335
,author_wang_sq,ref_27813335
,author_weng_ty,ref_27513329
,author_chen_yl,ref_27513329
,author_chen_wc,ref_27513329
,author_lai_md,ref_27513329
,author_wang_cy,ref_27513329
,author_hung_yh,ref_27513329
,author_moelans_cb,ref_30921768
,author_vermeulen_ma,ref_30921768
,author_van_diest,ref_30921768
,author_martens_jwm,ref_30921768
,author_van_deurzen,ref_30921768
,author_doebar_sc,ref_30921768
,author_de_leng,ref_30921768
,author_sarangi_p,ref_27145721
,author_d_andrea_ad,ref_27145721
,author_ceccaldi_r,ref_27145721
,author_labbe_rm,ref_24349617
,author_yang_zq,ref_24349617
,author_holowatyj_a,ref_24349617
,author_moon_ej,ref_28073943
,author_von_eyben,ref_28073943
,author_castellini_l,ref_28073943
,author_krieg_aj,ref_28073943
,author_giaccia_aj,ref_28073943
,author_razorenova_ov,ref_28073943
,author_choo_sy,ref_17326240
,author_mucci_la,ref_28595267
,author_giovannucci_el,ref_28595267
,author_andersson_so,ref_28595267
,author_andren_o,ref_28595267
,author_rider_jr,ref_28595267
,author_stopsack_kh,ref_28595267
,author_gerke_ta,ref_28595267
,author_sun_a,ref_30814741
,author_huang_c,ref_30814741
,author_xing_b,ref_30814741
,author_hu_b,ref_30814741
,author_zhu_x,ref_30814741
,author_yan_m,ref_30814741
,author_qin_j,ref_30814741
,author_shi_t,ref_30814741
,author_wang_m,ref_30814741
,author_qin_g,ref_30814741
,author_chinese_human,ref_30814741
,author_jiang_y,ref_30814741
,author_chen_n,ref_30814741
,author_sun_w,ref_30814741
,author_wu_z,ref_30814741
,author_liu_w,ref_30814741
,author_qiu_y,ref_30814741
,author_sun_h,ref_30814741
,author_zhu_w,ref_30814741
,author_ying_w,ref_30814741
,author_qian_x,ref_30814741
,author_zhou_j,ref_30814741
,author_he_f,ref_30814741
,author_li_c,ref_30814741
,author_liu_m,ref_30814741
,author_zhang_l,ref_30814741
,author_zhao_y,ref_30814741
,author_tian_f,ref_30814741
,author_fan_j,ref_30814741
,author_sun_y,ref_30814741
,author_ren_l,ref_30814741
,author_zhang_m,ref_30814741
,author_yang_x,ref_30814741
,author_huang_y,ref_30814741
,author_xu_h,ref_30814741
,author_xie_l,ref_30814741
,author_goldstein_am,ref_23875803
,author_gartner_jj,ref_23875803
,author_hill_vk,ref_23875803
,author_samuels_y,ref_23875803
,author_sharpless_ne,ref_17055429
,author_kim_wy,ref_17055429
,author_zhao_r,ref_27428416
,author_lee_mh,ref_27428416
,author_dong_z,ref_27428416
,author_bode_am,ref_27428416
,author_choi_by,ref_27428416
,author_jain_r,ref_27283171
,author_forman_ad,ref_27283171
,author_savage_mj,ref_27283171
,author_hall_mj,ref_27283171
,author_mukherji_r,ref_27283171
,author_jacobsson_ja,ref_17714910
,author_fredriksson_r,ref_17714910
,author_haitina_t,ref_17714910
,author_lindblom_j,ref_17714910
,author_chudnovsky_j,ref_26314551
,author_gray_a,ref_26314551
,author_vergilio_ja,ref_26314551
,author_ali_sm,ref_26314551
,author_johnson_a,ref_26314551
,author_gay_l,ref_26314551
,author_lipson_d,ref_26314551
,author_wong_mk,ref_26314551
,author_roels_s,ref_26314551
,author_stephens_pj,ref_26314551
,author_elvin_ja,ref_26314551
,author_yelensky_r,ref_26314551
,author_chmielecki_j,ref_26314551
,author_miller_va,ref_26314551
,author_ross_js,ref_26314551
,author_wang_k,ref_26314551
,author_nakamura_bn,ref_26314551
,author_cornelissen_b,ref_24206133
,author_kiltie_ae,ref_24206133
,author_vallis_ka,ref_24206133
,author_shah_k,ref_24206133
,author_bouros_d,ref_24164298
,author_karakitsos_p,ref_24164298
,author_hountis_p,ref_24164298
,author_matthaios_d,ref_24164298
,author_kakolyris_s,ref_24164298
,author_li_y,ref_30588194
,author_liu_z,ref_30588194
,author_zhang_y,ref_30588194
,author_yin_y,ref_30588194
,author_zheng_y,ref_30588194
,author_song_x,ref_30588194
,author_qian_x,ref_30588194
,author_wang_y,ref_30588194
,author_pang_x,ref_30588194
,author_patel_kj,ref_24905007
,author_wang_m,ref_24905007
,author_passmore_la,ref_24905007
,author_oestergaard_vh,ref_24905007
,author_langevin_f,ref_24905007
,author_dornan_gl,ref_24905007
,author_rajendra_e,ref_24905007
,author_longerich_s,ref_25237197
,author_kupfer_gm,ref_25237197
,author_sung_p,ref_25237197
,author_li_j,ref_25237197
,author_xiong_y,ref_25237197
,author_kleiblova_p,ref_26822949
,author_vocka_m,ref_26822949
,author_zemankova_p,ref_26822949
,author_janatova_m,ref_26822949
,author_lhota_f,ref_26822949
,author_kmoch_s,ref_26822949
,author_hodanova_k,ref_26822949
,author_hartmannova_h,ref_26822949
,author_stranecky_v,ref_26822949
,author_kleibl_z,ref_26822949
,author_soukupova_j,ref_26822949
,author_london_re,ref_25795425
,author_maitland_mer,ref_28659384
,author_salemi_lm,ref_28659384
,author_schild_poulter_c,ref_28659384
,author_mctavish_cj,ref_28659384
,author_burger_m,ref_30384365
,author_denzinger_s,ref_30384365
,author_breyer_j,ref_30384365
,author_lausenmeyer_em,ref_30384365
,author_otto_w,ref_30384365
,author_voelker_hu,ref_30384365
,author_braun_k,ref_30384365
,author_gierth_m,ref_30384365
,author_mobasheri_mb,ref_29058301
,author_nekoohesh_l,ref_29058301
,author_afsharpad_m,ref_29058301
,author_modarressi_mh,ref_29058301
,author_nowroozi_mr,ref_29058301
,author_saffari_m,ref_29058301
,author_zendehdel_k,ref_29058301
