id,EditableStatement_graph_id,LiteratureReference_graph_id
,es_20200422164100631571,ref_28630042
,es_20200422164100631571,ref_29764521
,es_20200422164053947070,ref_30397099
,es_20200422164053947070,ref_28619709
,es_20200422164053947070,ref_26456599
,es_20200422164109916000,ref_26713604
,es_20200422164109916000,ref_12414815
,es_20200422164113877333,ref_26071483
,es_20200422164113877333,ref_28326956
,es_20200422164113877333,ref_28825729
,es_20200422164113877333,ref_21498506
,es_20200422164113877333,ref_17510365
,es_20200422164113877333,ref_17925383
,es_20200422164051233890,ref_28424406
,es_20200422164051233890,ref_22789541
,es_20200422164051233890,ref_23408426
,es_20200422164051233890,ref_12192431
,es_20200422164117501000,ref_22101766
,es_20200422164117501000,ref_29181107
,es_20200422164117501000,ref_18059173
,es_20200422164111001410,ref_11084335
,es_20200422164111001410,ref_23070005
,es_20200422164121086091,ref_31781186
,es_20200422164121086091,ref_10919662
,es_20200422164121086091,ref_18177486
,es_20200422164112918600,ref_23819652
,es_20200422164112918600,ref_21385388
,es_20200422164111931061,ref_28112739
,es_20200422164111931061,ref_29363090
,es_20200422164119434651,ref_18789574
,es_20200422164119434651,ref_17854076
,es_20200422164119434651,ref_23562425
,es_20200422164119434651,ref_24289633
,es_20200422164116393741,ref_30034621
,es_20200422164116393741,ref_24067935
,es_20200422164118943741,ref_21430068
,es_20200422164136544282,ref_23098991
,es_20200422164136544282,ref_10973986
,es_20200422164122417267,ref_31553912
,es_20200422164122417267,ref_31587040
,es_20200422164122417267,ref_30635626
,es_20200422164122417267,ref_30343319
,es_20200422164122417267,ref_31511046
,es_20200422164122417267,ref_22926519
,es_20200422164141215867,ref_21111786
,es_20200422164141215867,ref_16596198
,es_20200422164139854265,ref_20725108
,es_20200422164139854265,ref_12975316
,es_20200422164139854265,ref_31049020
,es_20200422164146509886,ref_26654944
,es_20200422164146509886,ref_22904134
,es_20200422164146509886,ref_17614763
,es_20200430130244487000,ref_30562755
,es_20200430130244487000,ref_28637487
,es_20200430133110375000,ref_17525340
,es_20200512153019666000,ref_16116421
,es_20200512153019666000,ref_14983014
,es_20200512153747926000,ref_30350856
,es_20200513142815294000,ref_29476963
,es_20200513142815294000,ref_16484589
,es_20200422164138422606,ref_25794647
,es_20200422164138422606,ref_28390905
,es_20200422164158836706,ref_28391773
,es_20200422164158836706,ref_16988025
,es_20200422164142069030,ref_21527828
,es_20200422164142069030,ref_28423363
,es_20200422164142069030,ref_21805310
,es_20200422164137527857,ref_28596487
,es_20200422164137527857,ref_19427217
,es_20200422164144796204,ref_26997449
,es_20200422164144796204,ref_30793395
,es_20200422164144796204,ref_29357008
,es_20200422164144796204,ref_10499627
,es_20200422164149834892,ref_22531498
,es_20200422164149834892,ref_26314551
,es_20200422164149834892,ref_25851173
,es_20200422164154038463,ref_26113056
,es_20200422164154038463,ref_30165676
,es_20200422164154038463,ref_29352018
,es_20200422164147858039,ref_28639893
,es_20200422164147858039,ref_11871661
,es_20200422164147858039,ref_27231908
,es_20200422164152428924,ref_27145721
,es_20200422164152428924,ref_25237197
,es_20200422164152428924,ref_21118969
,es_20200422164202646194,ref_10741739
,es_20200422164202646194,ref_12538640
,es_20200422164157453721,ref_28544907
,es_20200422164157453721,ref_27861980
,es_20200422164157453721,ref_24990965
,es_20200422164201580977,ref_21263457
,es_20200422164201580977,ref_31253791
,es_20200422164203566318,ref_25529843
,es_20200422164203566318,ref_20861182
,es_20200422164203566318,ref_27320729
,es_20200422164159711830,ref_21469143
,es_20200422164159711830,ref_28215905
,es_20200422164159711830,ref_22001110
,es_20200422164159711830,ref_20022958
,es_20200422164214404693,ref_19006078
,es_20200422164214404693,ref_26670045
,es_20200422164214404693,ref_15800673
,es_20200422164214404693,ref_27824130
,es_20200422164211965380,ref_21263457
,es_20200422164211965380,ref_28514750
,es_20200422164211965380,ref_22895193
,es_20200422164209765631,ref_24365789
,es_20200422164209765631,ref_19940256
,es_20200422164209765631,ref_22959412
,es_20200422164209765631,ref_28470469
,es_20200422164204961458,ref_25662617
,es_20200422164204961458,ref_18811945
,es_20200422164204961458,ref_25603720
,es_20200422164204961458,ref_25398772
,es_20200422164221190552,ref_29486199
,es_20200422164221190552,ref_23723238
,es_20200422164221190552,ref_31548394
,es_20200422164221190552,ref_31636198
,es_20200422164221190552,ref_25964426
,es_20200422164221190552,ref_22339805
,es_20200422164206829429,ref_18323416
,es_20200422164206829429,ref_23149938
,es_20200422164206829429,ref_27224912
,es_20200422164220592903,ref_26358502
,es_20200422164226226399,ref_22327623
,es_20200422164226226399,ref_12743033
,es_20200422164216228417,ref_20696900
,es_20200422164216228417,ref_29529199
,es_20200422164216228417,ref_10973942
,es_20200422164216228417,ref_25877876
,es_20200422164213409913,ref_25448692
,es_20200422164213409913,ref_10029063
,es_20200422164219438267,ref_23762276
,es_20200422164219438267,ref_24586428
,es_20200422164223826415,ref_26172439
,es_20200422164223826415,ref_30114595
,es_20200422164223826415,ref_28693265
,es_20200422164223826415,ref_19338666
,es_20200422164223826415,ref_14695211
,es_20200422164217975971,ref_27725203
,es_20200422164217975971,ref_25732823
,es_20200422164217975971,ref_27809307
,es_20200422164227199126,ref_16675878
,es_20200422164227199126,ref_24910428
,es_20200422164227199126,ref_26507869
,es_20200422164240084618,ref_23359405
,es_20200422164240084618,ref_22293180
,es_20200422164240084618,ref_15084261
,es_20200422164240084618,ref_21295686
,es_20200422164240084618,ref_26160835
,es_20200422164231403991,ref_31060750
,es_20200422164231403991,ref_11509567
,es_20200422164231403991,ref_29636367
,es_20200422164231403991,ref_31727171
,es_20200422164231403991,ref_11733144
,es_20200422164231403991,ref_21196496
,es_20200422164229147680,ref_25868605
,es_20200422164229147680,ref_28505181
,es_20200422164229147680,ref_28617852
,es_20200422164229147680,ref_18541534
,es_20200422164229147680,ref_24904893
,es_20200422164237923127,ref_15928679
,es_20200422164237923127,ref_23480895
,es_20200422164237923127,ref_22950383
,es_20200422164248267712,ref_23329308
,es_20200422164248267712,ref_21816343
,es_20200422164248267712,ref_27740934
,es_20200422164228625497,ref_18381930
,es_20200422164242376181,ref_17947579
,es_20200422164242376181,ref_19574390
,es_20200422164242376181,ref_22621393
,es_20200422164242376181,ref_31637004
,es_20200422164242376181,ref_31788057
,es_20200422164242376181,ref_31346162
,es_20200422164242376181,ref_24667498
,es_20200422164242376181,ref_23595221
,es_20200422164450066638,ref_25180912
,es_20200422164450066638,ref_25183430
,es_20200422164454965123,ref_26324360
,es_20200422164454965123,ref_23592700
,es_20200422164454965123,ref_16633365
,es_20200422164249611036,ref_10404183
,es_20200422164249611036,ref_24140425
,es_20200422164249611036,ref_18206861
,es_20200422164249611036,ref_22101766
,es_20200422164251456552,ref_28143883
,es_20200422164251456552,ref_31203460
,es_20200422164251456552,ref_19861496
,es_20200422164251456552,ref_27655696
,es_20200422164253262445,ref_23852159
,es_20200422164253262445,ref_18094714
,es_20200422164253262445,ref_23673860
,es_20200422164253262445,ref_23284727
,es_20200422164245828717,ref_26094954
,es_20200422164245828717,ref_22733500
,es_20200422164245828717,ref_21653699
,es_20200422164254906016,ref_23890088
,es_20200422164254906016,ref_24162670
,es_20200422164254906016,ref_25082432
,es_20200422164257868462,ref_29940740
,es_20200422164257868462,ref_30328366
,es_20200422164257868462,ref_30947698
,es_20200422164257868462,ref_30585186
,es_20200422164257868462,ref_25956862
,es_20200422164257868462,ref_27098756
,es_20200422164300708495,ref_30745300
,es_20200422164300708495,ref_19338451
,es_20200422164300708495,ref_27150058
,es_20200422164303897276,ref_21467264
,es_20200422164303897276,ref_27503924
,es_20200422164303897276,ref_17940279
,es_20200422164305281767,ref_21962892
,es_20200422164305281767,ref_29488015
,es_20200422164305281767,ref_18338330
,es_20200422164256397806,ref_20981248
,es_20200422164256397806,ref_17334349
,es_20200422164256397806,ref_21880588
,es_20200422164314221965,ref_22424619
,es_20200422164314221965,ref_22841931
,es_20200422164314221965,ref_25501022
,es_20200422164314221965,ref_21134980
,es_20200422164314221965,ref_26426686
,es_20200422164314221965,ref_25413595
,es_20200422164314221965,ref_26565381
,es_20200422164314221965,ref_28512244
,es_20200422164302889649,ref_24563076
,es_20200422164302889649,ref_19184099
,es_20200422164310981165,ref_28903424
,es_20200422164310981165,ref_29437892
,es_20200422164302028502,ref_15279796
,es_20200422164302028502,ref_18991789
,es_20200422164321666775,ref_24866247
,es_20200422164338872330,ref_28986033
,es_20200422164338872330,ref_24523246
,es_20200422164338872330,ref_30275952
,es_20200422164338872330,ref_25510282
,es_20200422164338872330,ref_29858584
,es_20200422164313261640,ref_27196396
,es_20200422164313261640,ref_23558953
,es_20200422164312028909,ref_15218148
,es_20200422164312028909,ref_24445538
,es_20200422164312028909,ref_12203787
,es_20200422164326451284,ref_30171048
,es_20200422164326451284,ref_30262706
,es_20200422164326451284,ref_23719267
,es_20200422164319394147,ref_24141781
,es_20200422164317547821,ref_30181556
,es_20200422164317547821,ref_31271515
,es_20200422164317547821,ref_24671415
,es_20200422164317547821,ref_21398698
,es_20200422164322134126,ref_24043446
,es_20200422164322134126,ref_18794900
,es_20200422164319889373,ref_19139135
,es_20200422164319889373,ref_23737728
,es_20200422164319889373,ref_24289319
,es_20200422164319889373,ref_28035363
,es_20200422164323051046,ref_12115486
,es_20200422164323051046,ref_17607369
,es_20200422164323979239,ref_20154675
,es_20200422164323979239,ref_22419703
,es_20200422164323979239,ref_21447639
,es_20200422164323979239,ref_24334765
,es_20200422164323979239,ref_29547888
,es_20200422164323979239,ref_20923864
,es_20200422164329079298,ref_30487598
,es_20200422164329079298,ref_31318944
,es_20200422164329079298,ref_22685175
,es_20200422164343680194,ref_21858811
,es_20200422164343680194,ref_19887609
,es_20200422164343680194,ref_30572904
,es_20200422164335288409,ref_23533246
,es_20200422164335288409,ref_22931260
,es_20200422164335288409,ref_29032465
,es_20200422164335288409,ref_28322821
,es_20200422164335288409,ref_26514359
,es_20200422164327749460,ref_24122810
,es_20200422164327749460,ref_16129687
,es_20200422164345029214,ref_27197202
,es_20200422164345029214,ref_28528193
,es_20200422164345029214,ref_27626678
,es_20200422164337569238,ref_30171048
,es_20200422164337569238,ref_23186533
,es_20200422164337569238,ref_26220856
,es_20200422164333616578,ref_25289647
,es_20200422164333616578,ref_26822113
,es_20200422164333616578,ref_28447036
,es_20200422164341069155,ref_24921003
,es_20200422164346287323,ref_15886117
,es_20200422164346287323,ref_23264908
,es_20200422164341602644,ref_27693615
,es_20200422164341602644,ref_27991930
,es_20200422164341602644,ref_19327386
,es_20200422164341602644,ref_26103434
,es_20200422164341602644,ref_24467208
,es_20200422164355470643,ref_29633253
,es_20200422164358295033,ref_22586683
,es_20200422164358295033,ref_11607838
,es_20200422164358295033,ref_22591714
,es_20200422164354363562,ref_25798064
,es_20200422164354363562,ref_28114283
,es_20200422164349045208,ref_22832979
,es_20200422164349045208,ref_29137230
,es_20200422164349045208,ref_29632659
,es_20200422164349045208,ref_29443542
,es_20200422164349045208,ref_30013825
,es_20200422164355950767,ref_24487782
,es_20200422164355950767,ref_23116066
,es_20200422164402440258,ref_30665945
,es_20200422164402440258,ref_30108106
,es_20200422164402440258,ref_31337554
,es_20200422164402440258,ref_24965397
,es_20200422164402440258,ref_24670651
,es_20200422164402440258,ref_23429989
,es_20200422164402440258,ref_31128216
,es_20200422164356892159,ref_27613838
,es_20200422164356892159,ref_29507685
,es_20200422164412643320,ref_19273606
,es_20200422164412643320,ref_25393971
,es_20200422164412643320,ref_12620113
,es_20200422164347670319,ref_20529858
,es_20200422164347670319,ref_18483217
,es_20200422164347670319,ref_24703957
,es_20200422164412148175,ref_22075983
,es_20200422164418856363,ref_28620298
,es_20200422164418856363,ref_29968427
,es_20200422164418856363,ref_28374903
,es_20200422164418856363,ref_26134824
,es_20200422164418856363,ref_21990957
,es_20200422164359649585,ref_29099057
,es_20200422164359649585,ref_25087232
,es_20200422164359649585,ref_29030090
,es_20200422164359649585,ref_28959024
,es_20200422164411146565,ref_29156497
,es_20200422164411146565,ref_22192845
,es_20200422164406509547,ref_25592806
,es_20200422164406509547,ref_23394397
,es_20200422164406509547,ref_31694641
,es_20200422164406509547,ref_30272371
,es_20200422164406509547,ref_26530461
,es_20200422164406509547,ref_26392110
,es_20200422164406509547,ref_23548835
,es_20200422164406509547,ref_28041973
,es_20200422164405591007,ref_24484648
,es_20200422164405591007,ref_19098422
,es_20200422164415748641,ref_12235138
,es_20200422164413934424,ref_24643683
,es_20200422164413934424,ref_27177325
,es_20200422164413934424,ref_15248898
,es_20200422164413934424,ref_24532468
,es_20200422164425383146,ref_30562755
,es_20200422164425383146,ref_29720405
,es_20200422164425383146,ref_28067794
,es_20200422164425383146,ref_18559331
,es_20200422164425383146,ref_28452926
,es_20200422164421052468,ref_22690709
,es_20200422164421052468,ref_23558953
,es_20200422164421052468,ref_22681620
,es_20200422164429648578,ref_24421310
,es_20200422164429648578,ref_24924175
,es_20200422164435885020,ref_26773504
,es_20200422164435885020,ref_21551320
,es_20200422164435885020,ref_26059528
,es_20200422164449127810,ref_22825217
,es_20200422164449127810,ref_23434636
,es_20200422164427516602,ref_25906122
,es_20200422164427516602,ref_21861179
,es_20200422164427516602,ref_17634542
,es_20200422164427516602,ref_18074738
,es_20200422164427516602,ref_24574804
,es_20200422164416259939,ref_31747945
,es_20200422164416259939,ref_18157157
,es_20200422164416259939,ref_30562755
,es_20200422164416259939,ref_30121009
,es_20200422164416259939,ref_23255516
,es_20200422164416259939,ref_15528792
,es_20200422164453309264,ref_30355927
,es_20200422164453309264,ref_29855486
,es_20200422164453309264,ref_28039261
,es_20200422164433235678,ref_26199132
,es_20200422164433235678,ref_22940834
,es_20200422164433235678,ref_28095398
,es_20200422164442149091,ref_27449971
,es_20200422164442149091,ref_26497635
,es_20200422164442149091,ref_29118384
,es_20200422164442149091,ref_22053108
,es_20200422164442149091,ref_16049311
,es_20200422164442149091,ref_15225548
,es_20200422164430472345,ref_30400009
,es_20200422164430472345,ref_26550267
,es_20200422164430472345,ref_22778172
,es_20200422164430472345,ref_28122595
,es_20200422164430472345,ref_27139372
,es_20200422164432765405,ref_16643428
,es_20200422164434520703,ref_28003281
,es_20200422164434520703,ref_25693834
,es_20200422164434520703,ref_28286768
,es_20200422164437624418,ref_24918049
,es_20200422164437624418,ref_19435788
,es_20200422164437624418,ref_17909068
,es_20200422164437624418,ref_25405367
,es_20200422164439793114,ref_25620102
,es_20200422164439793114,ref_24097229
,es_20200422164439793114,ref_30279230
,es_20200422164602081055,ref_25485619
,es_20200422164444656858,ref_22335577
,es_20200422164444656858,ref_21875943
,es_20200422164444656858,ref_15313461
,es_20200422164451095091,ref_25188517
,es_20200422164451095091,ref_28930560
,es_20200422164451095091,ref_26939004
,es_20200422164447821674,ref_21966347
,es_20200422164447821674,ref_25263650
,es_20200422164447821674,ref_21975038
,es_20200422164446119550,ref_28427223
