id,name,JaxGene_graph_id
,RAC3,jax_gene_8202
,SRC-3,jax_gene_8202
,SRC3,jax_gene_8202
,TNRC14,jax_gene_8202
,TNRC16,jax_gene_8202
,TRAM-1,jax_gene_8202
,PRKAR1,jax_gene_5575
,hRPB220,jax_gene_5430
,hsRPB1,jax_gene_5430
,NEDHIB,jax_gene_5430
,POLR2,jax_gene_5430
,POLRA,jax_gene_5430
,RPB1,jax_gene_5430
,RPBh1,jax_gene_5430
,RpIILS,jax_gene_5430
,RPO2,jax_gene_5430
,RPOL2,jax_gene_5430
,A3C,jax_gene_27350
,APOBEC1L,jax_gene_27350
,ARDC2,jax_gene_27350
,ARDC4,jax_gene_27350
,ARP5,jax_gene_27350
,bK150C2.3,jax_gene_27350
,PBI,jax_gene_27350
,BLAST-2,jax_gene_2208
,CD23,jax_gene_2208
,CD23A,jax_gene_2208
,CLEC4J,jax_gene_2208
,FCE2,jax_gene_2208
,IGEBF,jax_gene_2208
,CAIX,jax_gene_768
,MN,jax_gene_768
,CT89,jax_gene_9043
,HLC-6,jax_gene_9043
,HLC4,jax_gene_9043
,HLC6,jax_gene_9043
,JIP-4,jax_gene_9043
,JIP4,jax_gene_9043
,JLP,jax_gene_9043
,PHET,jax_gene_9043
,PIG6,jax_gene_9043
,dJ221C16.3,jax_gene_8347
,H2B.1,jax_gene_8347
,H2B/l,jax_gene_8347
,H2BC10,jax_gene_8347
,H2BC6,jax_gene_8347
,H2BC7,jax_gene_8347
,H2BC8,jax_gene_8347
,H2BFL,jax_gene_8347
,HIST1H2BC,jax_gene_8347
,bHLHd4,jax_gene_4149
,p67,jax_gene_945
,SIGLEC-3,jax_gene_945
,SIGLEC3,jax_gene_945
,MEAI,jax_gene_4221
,SCG2,jax_gene_4221
,C17orf96,jax_gene_100170841
,PRR28,jax_gene_100170841
,dJ537F10.1,jax_gene_4919
,NTRKR1,jax_gene_4919
,CD340,jax_gene_2064
,HER-2,jax_gene_2064
,HER-2/neu,jax_gene_2064
,HER2,jax_gene_2064
,MLN 19,jax_gene_2064
,NEU,jax_gene_2064
,NGL,jax_gene_2064
,TKR1,jax_gene_2064
,AF4,jax_gene_4299
,MLLT2,jax_gene_4299
,PBM1,jax_gene_4299
,EZF-2,jax_gene_55311
,EZF2,jax_gene_55311
,ZSCAN17,jax_gene_55311
,NFNS,jax_gene_4763
,VRNF,jax_gene_4763
,WSS,jax_gene_4763
,Hqk,jax_gene_9444
,hqkI,jax_gene_9444
,QK,jax_gene_9444
,QK1,jax_gene_9444
,QK3,jax_gene_9444
,LEUPIN,jax_gene_6318
,PI11,jax_gene_6318
,SCCA-2,jax_gene_6318
,SCCA1,jax_gene_6318
,SCCA2,jax_gene_6318
,ALPS2B,jax_gene_841
,CAP4,jax_gene_841
,Casp-8,jax_gene_841
,FLICE,jax_gene_841
,MACH,jax_gene_841
,MCH5,jax_gene_841
,AGP1,jax_gene_284
,AGPT,jax_gene_284
,ANG1,jax_gene_284
,DKK-1,jax_gene_22943
,SK,jax_gene_22943
,bHLHb25,jax_gene_3399
,HEIR-1,jax_gene_3399
,AUTS19,jax_gene_1977
,CBP,jax_gene_1977
,eIF-4E,jax_gene_1977
,EIF4E1,jax_gene_1977
,EIF4EL1,jax_gene_1977
,EIF4F,jax_gene_1977
,DFNB109,jax_gene_54845
,RBM35A,jax_gene_54845
,RMB35A,jax_gene_54845
,ERCC11,jax_gene_2072
,FANCQ,jax_gene_2072
,RAD1,jax_gene_2072
,XFEPS,jax_gene_2072
,XPF,jax_gene_2072
,CCNT,jax_gene_904
,CYCT1,jax_gene_904
,HIVE1,jax_gene_904
,ADPRT,jax_gene_142
,ADPRT 1,jax_gene_142
,ADPRT1,jax_gene_142
,ARTD1,jax_gene_142
,pADPRT-1,jax_gene_142
,PARP,jax_gene_142
,PARP-1,jax_gene_142
,PPOL,jax_gene_142
,BRCC5,jax_gene_5888
,FANCR,jax_gene_5888
,HRAD51,jax_gene_5888
,HsRad51,jax_gene_5888
,HsT16930,jax_gene_5888
,MRMV2,jax_gene_5888
,RAD51A,jax_gene_5888
,RECA,jax_gene_5888
,NF-AT4c,jax_gene_4775
,NFAT4,jax_gene_4775
,NFATX,jax_gene_4775
,CDLS2,jax_gene_8243
,DXS423E,jax_gene_8243
,SB1.8,jax_gene_8243
,SMC1,jax_gene_8243
,SMC1alpha,jax_gene_8243
,SMC1L1,jax_gene_8243
,SMCB,jax_gene_8243
,CSBP,jax_gene_1432
,CSBP1,jax_gene_1432
,CSBP2,jax_gene_1432
,CSPB1,jax_gene_1432
,EXIP,jax_gene_1432
,Mxi2,jax_gene_1432
,p38,jax_gene_1432
,p38ALPHA,jax_gene_1432
,PRKM14,jax_gene_1432
,PRKM15,jax_gene_1432
,RK,jax_gene_1432
,SAPK2A,jax_gene_1432
,Dig2,jax_gene_54541
,REDD-1,jax_gene_54541
,REDD1,jax_gene_54541
,ARHGAP14,jax_gene_9901
,MEGAP,jax_gene_9901
,SRGAP2,jax_gene_9901
,WRP,jax_gene_9901
,HSD46,jax_gene_401565
,KIAA1794,jax_gene_55215
,ACS2,jax_gene_23305
,FACL6,jax_gene_23305
,LACS 6,jax_gene_23305
,LACS2,jax_gene_23305
,LACS5,jax_gene_23305
,FCTCS,jax_gene_545
,FRP1,jax_gene_545
,MEC1,jax_gene_545
,SCKL,jax_gene_545
,SCKL1,jax_gene_545
,bHLHe38,jax_gene_4610
,L-Myc,jax_gene_4610
,LMYC,jax_gene_4610
,MYCL1,jax_gene_4610
,bHLHb32,jax_gene_23493
,CHF1,jax_gene_23493
,GRIDLOCK,jax_gene_23493
,GRL,jax_gene_23493
,HERP1,jax_gene_23493
,HESR2,jax_gene_23493
,HRT2,jax_gene_23493
,FAAP250,jax_gene_57697
,KIAA1596,jax_gene_57697
,POF15,jax_gene_57697
,SPGF28,jax_gene_57697
,FGF-4,jax_gene_2249
,HBGF-4,jax_gene_2249
,HST,jax_gene_2249
,HST-1,jax_gene_2249
,HSTF-1,jax_gene_2249
,HSTF1,jax_gene_2249
,K-FGF,jax_gene_2249
,KFGF,jax_gene_2249
,DD3,jax_gene_8644
,DDX,jax_gene_8644
,HA1753,jax_gene_8644
,HAKRB,jax_gene_8644
,HAKRe,jax_gene_8644
,hluPGFS,jax_gene_8644
,HSD17B5,jax_gene_8644
,PGFS,jax_gene_8644
,ACRDYS2,jax_gene_5144
,DPDE3,jax_gene_5144
,HSPDE4D,jax_gene_5144
,PDE43,jax_gene_5144
,PDE4DN2,jax_gene_5144
,STRK1,jax_gene_5144
,FRAP,jax_gene_2475
,FRAP1,jax_gene_2475
,FRAP2,jax_gene_2475
,RAFT1,jax_gene_2475
,RAPT1,jax_gene_2475
,SKS,jax_gene_2475
,CD279,jax_gene_5133
,hPD-1,jax_gene_5133
,hPD-l,jax_gene_5133
,hSLE1,jax_gene_5133
,PD-1,jax_gene_5133
,PD1,jax_gene_5133
,SLEB2,jax_gene_5133
,AMPK,jax_gene_5563
,AMPK2,jax_gene_5563
,AMPKa2,jax_gene_5563
,PRKAA,jax_gene_5563
,H3/b,jax_gene_8351
,H3C1,jax_gene_8351
,H3C10,jax_gene_8351
,H3C11,jax_gene_8351
,H3C12,jax_gene_8351
,H3C2,jax_gene_8351
,H3C3,jax_gene_8351
,H3C6,jax_gene_8351
,H3C7,jax_gene_8351
,H3C8,jax_gene_8351
,H3FB,jax_gene_8351
,HIST1H3D,jax_gene_8351
,ATPDase,jax_gene_953
,CD39,jax_gene_953
,NTPDase-1,jax_gene_953
,SPG64,jax_gene_953
,C-MPL,jax_gene_4352
,CD110,jax_gene_4352
,MPLV,jax_gene_4352
,THCYT2,jax_gene_4352
,THPOR,jax_gene_4352
,TPOR,jax_gene_4352
,CRCS12,jax_gene_5426
,FILS,jax_gene_5426
,IMAGEI,jax_gene_5426
,POLE1,jax_gene_5426
,BICC,jax_gene_80114
,CYSRD,jax_gene_80114
,GUA,jax_gene_9188
,GURDB,jax_gene_9188
,RH-II/GU,jax_gene_9188
,RH-II/GuA,jax_gene_9188
,HGL,jax_gene_3993
,Hugl-2,jax_gene_3993
,LGL2,jax_gene_3993
,AML1,jax_gene_861
,AML1-EVI-1,jax_gene_861
,AMLCR1,jax_gene_861
,CBF2alpha,jax_gene_861
,CBFA2,jax_gene_861
,EVI-1,jax_gene_861
,PEBP2aB,jax_gene_861
,PEBP2alpha,jax_gene_861
,hSRP1,jax_gene_3839
,IPOA4,jax_gene_3839
,SRP1,jax_gene_3839
,SRP1gamma,jax_gene_3839
,SRP4,jax_gene_3839
,ASK1,jax_gene_4217
,MAPKKK5,jax_gene_4217
,MEKK5,jax_gene_4217
,ZNF-WYM,jax_gene_100101467
,ZNF397OS,jax_gene_100101467
,ZNF917,jax_gene_100101467
,C11orf43,jax_gene_3481
,GRDF,jax_gene_3481
,IGF-II,jax_gene_3481
,PP9974,jax_gene_3481
,ABLL,jax_gene_27
,ARG,jax_gene_27
,CD220,jax_gene_3643
,HHF5,jax_gene_3643
,CTC75,jax_gene_2547
,CTCBF,jax_gene_2547
,G22P1,jax_gene_2547
,KU70,jax_gene_2547
,ML8,jax_gene_2547
,TLAA,jax_gene_2547
,ZNF767,jax_gene_79970
,BRD2-IT1,jax_gene_6046
,D6S113E,jax_gene_6046
,FSH,jax_gene_6046
,FSRG1,jax_gene_6046
,NAT,jax_gene_6046
,O27.1.1,jax_gene_6046
,RING3,jax_gene_6046
,RNF3,jax_gene_6046
,HSPC123-like,jax_gene_26127
,WIT3.0,jax_gene_26127
,SCN8,jax_gene_6729
,IGA,jax_gene_973
,MB-1,jax_gene_973
,HPK38,jax_gene_9833
,BCDS2,jax_gene_1500
,CAS,jax_gene_1500
,CTNND,jax_gene_1500
,p120,jax_gene_1500
,p120(CAS),jax_gene_1500
,p120(CTN),jax_gene_1500
,P120CAS,jax_gene_1500
,P120CTN,jax_gene_1500
,A2aR,jax_gene_135
,ADORA2,jax_gene_135
,RDC8,jax_gene_135
,JNKK,jax_gene_6416
,JNKK1,jax_gene_6416
,MAPKK4,jax_gene_6416
,MEK4,jax_gene_6416
,MKK4,jax_gene_6416
,PRKMK4,jax_gene_6416
,SAPKK-1,jax_gene_6416
,SAPKK1,jax_gene_6416
,SEK1,jax_gene_6416
,SERK1,jax_gene_6416
,SKK1,jax_gene_6416
,COD1,jax_gene_6103
,CORDX1,jax_gene_6103
,CRD,jax_gene_6103
,orf15,jax_gene_6103
,PCDX,jax_gene_6103
,RP15,jax_gene_6103
,RP3,jax_gene_6103
,XLRP3,jax_gene_6103
,LMPX,jax_gene_5693
,MB1,jax_gene_5693
,X,jax_gene_5693
,CCNE,jax_gene_898
,pCCNE1,jax_gene_898
,BAM,jax_gene_9126
,BMH,jax_gene_9126
,CDLS3,jax_gene_9126
,CSPG6,jax_gene_9126
,HCAP,jax_gene_9126
,SMC3L1,jax_gene_9126
,Tumor Mutational Burden,jax_gene_999999991
,C15orf23,jax_gene_90417
,HSD11,jax_gene_90417
,SKAP,jax_gene_90417
,TRAF4AF1,jax_gene_90417
,BOPS,jax_gene_171023
,MDS,jax_gene_171023
,B4-2,jax_gene_10957
,PNAS-145,jax_gene_10957
,PROL2,jax_gene_10957
,PRR2,jax_gene_10957
,CAPZIP,jax_gene_92241
,MK2S4,jax_gene_92241
,NR1B1,jax_gene_5914
,RAR,jax_gene_5914
,hRad50,jax_gene_10111
,NBSLD,jax_gene_10111
,RAD502,jax_gene_10111
,CHK1,jax_gene_1111
,AFPD,jax_gene_174
,FETA,jax_gene_174
,HPAFP,jax_gene_174
,CEK7,jax_gene_2044
,EHK-1,jax_gene_2044
,EHK1,jax_gene_2044
,EK7,jax_gene_2044
,HEK7,jax_gene_2044
,TYRO4,jax_gene_2044
,D3F15S2,jax_gene_4485
,DNF15S2,jax_gene_4485
,HGFL,jax_gene_4485
,MSP,jax_gene_4485
,NF15S2,jax_gene_4485
,ORFX,jax_gene_8019
,RING3L,jax_gene_8019
,ACTC,jax_gene_70
,ASD5,jax_gene_70
,CMD1R,jax_gene_70
,CMH11,jax_gene_70
,LVNC4,jax_gene_70
,ALPS4,jax_gene_4893
,CMNS,jax_gene_4893
,N-ras,jax_gene_4893
,NCMS,jax_gene_4893
,NRAS1,jax_gene_4893
,NS6,jax_gene_4893
,BPTP3,jax_gene_5781
,CFC,jax_gene_5781
,JMML,jax_gene_5781
,METCDS,jax_gene_5781
,NS1,jax_gene_5781
,PTP-1D,jax_gene_5781
,PTP2C,jax_gene_5781
,SH-PTP2,jax_gene_5781
,SH-PTP3,jax_gene_5781
,SHP2,jax_gene_5781
,ABD-B,jax_gene_3205
,HOX1,jax_gene_3205
,HOX1.7,jax_gene_3205
,HOX1G,jax_gene_3205
,CLC-6,jax_gene_1185
,BS4,jax_gene_51667
,NUB1L,jax_gene_51667
,NYREN18,jax_gene_51667
,CTGF,jax_gene_1490
,HCS24,jax_gene_1490
,IGFBP8,jax_gene_1490
,NOV2,jax_gene_1490
,4Ig-B7-H3,jax_gene_80381
,B7-H3,jax_gene_80381
,B7H3,jax_gene_80381
,B7RP-2,jax_gene_80381
,p110gamma,jax_gene_5294
,p120-PI3K,jax_gene_5294
,PI3CG,jax_gene_5294
,PI3K,jax_gene_5294
,PI3Kgamma,jax_gene_5294
,PIK3,jax_gene_5294
,IGHD5,jax_gene_55599
,RBM40,jax_gene_55599
,RNP,jax_gene_55599
,SNRNP65,jax_gene_55599
,PCTAIRE,jax_gene_5129
,PCTAIRE3,jax_gene_5129
,PCTK3,jax_gene_5129
,PKC-beta,jax_gene_5579
,PKCB,jax_gene_5579
,PKCbeta,jax_gene_5579
,PKCI(2),jax_gene_5579
,PRKCB1,jax_gene_5579
,PRKCB2,jax_gene_5579
,CR,jax_gene_51535
,HSPC206,jax_gene_51535
,HSPC232,jax_gene_51535
,ERR1,jax_gene_2101
,ERRa,jax_gene_2101
,ERRalpha,jax_gene_2101
,ESRL1,jax_gene_2101
,NR3B1,jax_gene_2101
,BRD6,jax_gene_676
,CT9,jax_gene_676
,SPGF21,jax_gene_676
,AIGF,jax_gene_2253
,FGF-8,jax_gene_2253
,HBGF-8,jax_gene_2253
,HH6,jax_gene_2253
,KAL6,jax_gene_2253
,D3S1319E,jax_gene_5217
,PFL,jax_gene_5217
,P160ROCK,jax_gene_6093
,ROCK-I,jax_gene_6093
,DLK,jax_gene_1613
,ZIP,jax_gene_1613
,ZIPK,jax_gene_1613
,HEBP1,jax_gene_4780
,IMDDHH,jax_gene_4780
,Nrf-2,jax_gene_4780
,NRF2,jax_gene_4780
,CDHF7,jax_gene_2195
,CDHR8,jax_gene_2195
,FAT,jax_gene_2195
,hFat1,jax_gene_2195
,ME5,jax_gene_2195
,HYPC,jax_gene_25766
,BHD,jax_gene_201163
,DENND8B,jax_gene_201163
,FLCL,jax_gene_201163
,ELAV1,jax_gene_1994
,Hua,jax_gene_1994
,HUR,jax_gene_1994
,MelG,jax_gene_1994
,CT84,jax_gene_55872
,HEL164,jax_gene_55872
,Nori-3,jax_gene_55872
,SPK,jax_gene_55872
,TOPK,jax_gene_55872
,FAM22E,jax_gene_283008
,C-Kit,jax_gene_3815
,CD117,jax_gene_3815
,MASTC,jax_gene_3815
,PBT,jax_gene_3815
,SCFR,jax_gene_3815
,BROVCA4,jax_gene_5892
,R51H3,jax_gene_5892
,RAD51L3,jax_gene_5892
,TRAD,jax_gene_5892
,COFS2,jax_gene_2068
,EM9,jax_gene_2068
,TFIIH,jax_gene_2068
,TTD,jax_gene_2068
,TTD1,jax_gene_2068
,XPD,jax_gene_2068
,HPRP8,jax_gene_10594
,PRP8,jax_gene_10594
,PRPC8,jax_gene_10594
,RP13,jax_gene_10594
,SNRNP220,jax_gene_10594
,DIAR6,jax_gene_2984
,GC-C,jax_gene_2984
,GUC2C,jax_gene_2984
,MECIL,jax_gene_2984
,MUCIL,jax_gene_2984
,STAR,jax_gene_2984
,BB2,jax_gene_3383
,CD54,jax_gene_3383
,P3.58,jax_gene_3383
,NEDALVS,jax_gene_8936
,SCAR1,jax_gene_8936
,WAVE,jax_gene_8936
,WAVE1,jax_gene_8936
,GSD15,jax_gene_2992
,GYG,jax_gene_2992
,CD202B,jax_gene_7010
,GLC3E,jax_gene_7010
,TIE-2,jax_gene_7010
,TIE2,jax_gene_7010
,VMCM,jax_gene_7010
,VMCM1,jax_gene_7010
,CCYC,jax_gene_5884
,HRAD17,jax_gene_5884
,R24L,jax_gene_5884
,RAD17SP,jax_gene_5884
,RAD24,jax_gene_5884
,EIEE58,jax_gene_4915
,GP145-TrkB,jax_gene_4915
,OBHD,jax_gene_4915
,trk-B,jax_gene_4915
,TRKB,jax_gene_4915
,D6S231E,jax_gene_7913
,CCK-4,jax_gene_5754
,CCK4,jax_gene_5754
,NR3C3,jax_gene_5241
,PR,jax_gene_5241
,hPER,jax_gene_5187
,PER,jax_gene_5187
,RIGUI,jax_gene_5187
,ALPS3,jax_gene_5580
,CVID9,jax_gene_5580
,MAY1,jax_gene_5580
,nPKC-delta,jax_gene_5580
,PKCD,jax_gene_5580
,ARIP4,jax_gene_23132
,HSPC325,jax_gene_23132
,SRISNF2L,jax_gene_23132
,ACT35,jax_gene_7293
,CD134,jax_gene_7293
,IMD16,jax_gene_7293
,OX40,jax_gene_7293
,TXGP1L,jax_gene_7293
,ELP-1,jax_gene_11014
,ERD2.2,jax_gene_11014
,CHC22,jax_gene_8218
,CLH22,jax_gene_8218
,CLTCL,jax_gene_8218
,CLTD,jax_gene_8218
,CDCD1,jax_gene_4000
,CDDC,jax_gene_4000
,CMD1A,jax_gene_4000
,CMT2B1,jax_gene_4000
,EMD2,jax_gene_4000
,FPL,jax_gene_4000
,FPLD,jax_gene_4000
,FPLD2,jax_gene_4000
,HGPS,jax_gene_4000
,IDC,jax_gene_4000
,LDP1,jax_gene_4000
,LFP,jax_gene_4000
,LGMD1B,jax_gene_4000
,LMN1,jax_gene_4000
,LMNC,jax_gene_4000
,LMNL1,jax_gene_4000
,MADA,jax_gene_4000
,PRO1,jax_gene_4000
,HLD16,jax_gene_54664
,FP497,jax_gene_637
,CDHF12,jax_gene_5979
,CDHR16,jax_gene_5979
,HSCR1,jax_gene_5979
,MEN2A,jax_gene_5979
,MEN2B,jax_gene_5979
,MTC1,jax_gene_5979
,PTC,jax_gene_5979
,RET-ELE1,jax_gene_5979
,CD56,jax_gene_4684
,MSK39,jax_gene_4684
,NCAM,jax_gene_4684
,CSDD1,jax_gene_79727
,LIN-28,jax_gene_79727
,lin-28A,jax_gene_79727
,LIN28,jax_gene_79727
,ZCCHC1,jax_gene_79727
,M-RIP,jax_gene_23164
,MRIP,jax_gene_23164
,p116Rip,jax_gene_23164
,RHOIP3,jax_gene_23164
,RIP3,jax_gene_23164
,SS-3-R,jax_gene_6753
,SS3-R,jax_gene_6753
,SS3R,jax_gene_6753
,SSR-28,jax_gene_6753
,PVNH8,jax_gene_375
,ALO17,jax_gene_57674
,C17orf27,jax_gene_57674
,KIAA1618,jax_gene_57674
,MYMY2,jax_gene_57674
,MYSTR,jax_gene_57674
,NET57,jax_gene_57674
,CD238,jax_gene_3792
,ECE3,jax_gene_3792
,Kell,jax_gene_3792
,ALRP,jax_gene_27063
,bA320F15.2,jax_gene_27063
,C-193,jax_gene_27063
,CARP,jax_gene_27063
,CVARP,jax_gene_27063
,MCARP,jax_gene_27063
,AR,jax_gene_374
,AREGB,jax_gene_374
,CRDGF,jax_gene_374
,SDGF,jax_gene_374
,IPCA-2,jax_gene_85414
,IPCA-6,jax_gene_85414
,IPCA-8,jax_gene_85414
,IPCA6,jax_gene_85414
,PCANAP2,jax_gene_85414
,PCANAP6,jax_gene_85414
,PCANAP8,jax_gene_85414
,PRST,jax_gene_85414
,ADHR,jax_gene_8074
,FGFN,jax_gene_8074
,HFTC2,jax_gene_8074
,HPDR2,jax_gene_8074
,HYPF,jax_gene_8074
,PHPTC,jax_gene_8074
,GRIN2,jax_gene_9721
,KIAA0514,jax_gene_9721
,AAT5,jax_gene_7046
,ACVRLK4,jax_gene_7046
,ALK-5,jax_gene_7046
,ALK5,jax_gene_7046
,ESS1,jax_gene_7046
,LDS1,jax_gene_7046
,LDS1A,jax_gene_7046
,LDS2A,jax_gene_7046
,MSSE,jax_gene_7046
,SKR4,jax_gene_7046
,tbetaR-I,jax_gene_7046
,TBR-i,jax_gene_7046
,TBRI,jax_gene_7046
,TGFR-1,jax_gene_7046
,C1orf92,jax_gene_149499
,B7-H2,jax_gene_23308
,B7h,jax_gene_23308
,B7H2,jax_gene_23308
,B7RP-1,jax_gene_23308
,B7RP1,jax_gene_23308
,CD275,jax_gene_23308
,GL50,jax_gene_23308
,ICOS-L,jax_gene_23308
,ICOSL,jax_gene_23308
,LICOS,jax_gene_23308
,hnRNP-E2,jax_gene_5094
,HNRNPE2,jax_gene_5094
,HNRPE2,jax_gene_5094
,LEM6,jax_gene_10891
,PGC-1(alpha),jax_gene_10891
,PGC-1alpha,jax_gene_10891
,PGC-1v,jax_gene_10891
,PGC1,jax_gene_10891
,PGC1A,jax_gene_10891
,PPARGC1,jax_gene_10891
,ADPRT2,jax_gene_10038
,ADPRTL2,jax_gene_10038
,ADPRTL3,jax_gene_10038
,ARTD2,jax_gene_10038
,pADPRT-2,jax_gene_10038
,PARP-2,jax_gene_10038
,LOQS,jax_gene_6895
,TRBP,jax_gene_6895
,TRBP1,jax_gene_6895
,TRBP2,jax_gene_6895
,CEP4L,jax_gene_80705
,CT79,jax_gene_80705
,SPGF26,jax_gene_80705
,CA-VI,jax_gene_765
,GUSTIN,jax_gene_765
,ANOP3,jax_gene_6657
,MCOPS3,jax_gene_6657
,H-ICSBP,jax_gene_3394
,ICSBP,jax_gene_3394
,ICSBP1,jax_gene_3394
,IMD32A,jax_gene_3394
,IMD32B,jax_gene_3394
,IRF-8,jax_gene_3394
,ABC35,jax_gene_1080
,ABCC7,jax_gene_1080
,CF,jax_gene_1080
,CFTR/MRP,jax_gene_1080
,dJ760C5.1,jax_gene_1080
,MRP7,jax_gene_1080
,TNR-CFTR,jax_gene_1080
,Ep,jax_gene_2069
,EPR,jax_gene_2069
,ER,jax_gene_2069
,CD134L,jax_gene_7292
,CD252,jax_gene_7292
,GP34,jax_gene_7292
,OX-40L,jax_gene_7292
,OX4OL,jax_gene_7292
,TNLG2B,jax_gene_7292
,TXGP1,jax_gene_7292
,CCNI1,jax_gene_10983
,CYC1,jax_gene_10983
,CYI,jax_gene_10983
,SEPT14,jax_gene_346288
,B10,jax_gene_5169
,CD203c,jax_gene_5169
,NPP3,jax_gene_5169
,PD-IBETA,jax_gene_5169
,PDNP3,jax_gene_5169
,CLN14,jax_gene_154881
,EPM3,jax_gene_154881
,NLZ1,jax_gene_80139
,ZEPPO1,jax_gene_80139
,ZNF503L,jax_gene_80139
,ZPO1,jax_gene_80139
,CDLS4,jax_gene_5885
,hHR21,jax_gene_5885
,HR21,jax_gene_5885
,HRAD21,jax_gene_5885
,MCD1,jax_gene_5885
,MGS,jax_gene_5885
,NXP1,jax_gene_5885
,SCC1,jax_gene_5885
,C11orf20,jax_gene_25858
,TEX40,jax_gene_25858
,LOR,jax_gene_4017
,LOR2,jax_gene_4017
,WS9-14,jax_gene_4017
,AOS5,jax_gene_4851
,AOVD1,jax_gene_4851
,hN1,jax_gene_4851
,TAN1,jax_gene_4851
,CD49e,jax_gene_3678
,FNRA,jax_gene_3678
,VLA-5,jax_gene_3678
,VLA5A,jax_gene_3678
,IKK-beta,jax_gene_3551
,IKK2,jax_gene_3551
,IKKB,jax_gene_3551
,IMD15,jax_gene_3551
,IMD15A,jax_gene_3551
,IMD15B,jax_gene_3551
,NFKBIKB,jax_gene_3551
,AGPT2,jax_gene_285
,ANG2,jax_gene_285
,LSIRF,jax_gene_3662
,MUM1,jax_gene_3662
,NF-EM5,jax_gene_3662
,SHEP8,jax_gene_3662
,MTC,jax_gene_4914
,p140-TrkA,jax_gene_4914
,TRK,jax_gene_4914
,Trk-A,jax_gene_4914
,TRK1,jax_gene_4914
,TRKA,jax_gene_4914
,HRMT1L6,jax_gene_55170
,HUC,jax_gene_1995
,HUCL,jax_gene_1995
,PLE21,jax_gene_1995
,AGM8,jax_gene_6929
,bHLHb21,jax_gene_6929
,E2A,jax_gene_6929
,E47,jax_gene_6929
,ITF1,jax_gene_6929
,p75,jax_gene_6929
,TCF-3,jax_gene_6929
,VDIR,jax_gene_6929
,CTF,jax_gene_4781
,HMGIC/NFIB,jax_gene_4781
,MACID,jax_gene_4781
,NF-I/B,jax_gene_4781
,NF1-B,jax_gene_4781
,NFI-B,jax_gene_4781
,NFI-RED,jax_gene_4781
,NFIB2,jax_gene_4781
,NFIB3,jax_gene_4781
,CD158A,jax_gene_3802
,KIR-K64,jax_gene_3802
,KIR221,jax_gene_3802
,KIR2DL3,jax_gene_3802
,NKAT,jax_gene_3802
,NKAT-1,jax_gene_3802
,NKAT1,jax_gene_3802
,p58.1,jax_gene_3802
,FAS,jax_gene_2194
,OA-519,jax_gene_2194
,SDR27X1,jax_gene_2194
,Berg36,jax_gene_677
,BRF1,jax_gene_677
,cMG1,jax_gene_677
,ERF-1,jax_gene_677
,ERF1,jax_gene_677
,RNF162B,jax_gene_677
,TIS11B,jax_gene_677
,RDH54,jax_gene_25788
,CT1.6,jax_gene_4105
,MAGE-3b,jax_gene_4105
,MAGE3B,jax_gene_4105
,MAGE6,jax_gene_4105
,AAG6,jax_gene_5578
,PKC-alpha,jax_gene_5578
,PKCA,jax_gene_5578
,PKCalpha,jax_gene_5578
,PKCI+/-,jax_gene_5578
,PRKACA,jax_gene_5578
,PCTAIRE2,jax_gene_5128
,PCTK2,jax_gene_5128
,ORP-1,jax_gene_114876
,ORP1,jax_gene_114876
,OSBPL1B,jax_gene_114876
,BFNC,jax_gene_3785
,EBN,jax_gene_3785
,EBN1,jax_gene_3785
,ENB1,jax_gene_3785
,HNSPC,jax_gene_3785
,KCNA11,jax_gene_3785
,KV7.2,jax_gene_3785
,HBGF-7,jax_gene_2252
,KGF,jax_gene_2252
,N-RAP,jax_gene_4892
,AIK,jax_gene_6790
,ARK1,jax_gene_6790
,AURA,jax_gene_6790
,BTAK,jax_gene_6790
,PPP1R47,jax_gene_6790
,STK15,jax_gene_6790
,STK6,jax_gene_6790
,STK7,jax_gene_6790
,EHK-3,jax_gene_2045
,EHK3,jax_gene_2045
,EK11,jax_gene_2045
,HEK11,jax_gene_2045
,IRAK,jax_gene_3654
,pelle,jax_gene_3654
,EB1,jax_gene_22919
,B7DC,jax_gene_80380
,bA574F11.2,jax_gene_80380
,Btdc,jax_gene_80380
,CD273,jax_gene_80380
,PD-L2,jax_gene_80380
,PDCD1L2,jax_gene_80380
,PDL2,jax_gene_80380
,C15orf55,jax_gene_256646
,FAM22H,jax_gene_256646
,NUT,jax_gene_256646
,AGM7,jax_gene_5295
,GRB1,jax_gene_5295
,IMD36,jax_gene_5295
,p85,jax_gene_5295
,p85-ALPHA,jax_gene_5295
,ER-BETA,jax_gene_2100
,Erb,jax_gene_2100
,ESR-BETA,jax_gene_2100
,ESRB,jax_gene_2100
,ESTRB,jax_gene_2100
,NR3A2,jax_gene_2100
,ODG8,jax_gene_2100
,DHLAG,jax_gene_972
,HLADG,jax_gene_972
,Ia-GAMMA,jax_gene_972
,II,jax_gene_972
,p33,jax_gene_972
,CRPF46,jax_gene_2803
,GCP2,jax_gene_2803
,GOLG,jax_gene_2803
,MU-RMS-40.18,jax_gene_2803
,p230,jax_gene_2803
,TADA1,jax_gene_26022
,FBX1,jax_gene_899
,FBXO1,jax_gene_899
,RVDR1,jax_gene_2854
,SIGLEC-2,jax_gene_933
,SIGLEC2,jax_gene_933
,APP-1,jax_gene_8761
,APP1,jax_gene_8761
,iPABP,jax_gene_8761
