id,name,JaxGene_graph_id
,SCARNA19,jax_gene_7012
,TR,jax_gene_7012
,TRC3,jax_gene_7012
,BCC7,jax_gene_7157
,BMFS5,jax_gene_7157
,LFS1,jax_gene_7157
,P53,jax_gene_7157
,TRP53,jax_gene_7157
,ZNF437,jax_gene_57621
,AZU-1,jax_gene_10579
,ECTACC,jax_gene_10579
,OASIS,jax_gene_90993
,OI16,jax_gene_90993
,CFC4,jax_gene_5605
,MAPKK2,jax_gene_5605
,MEK2,jax_gene_5605
,MKK2,jax_gene_5605
,PRKMK2,jax_gene_5605
,hISWI,jax_gene_8467
,hSNF2H,jax_gene_8467
,ISWI,jax_gene_8467
,SNF2H,jax_gene_8467
,WCRF135,jax_gene_8467
,AOMS3,jax_gene_9149
,MIRK,jax_gene_9149
,HBGF-6,jax_gene_2251
,HST2,jax_gene_2251
,MPPH,jax_gene_5296
,MPPH1,jax_gene_5296
,p85,jax_gene_5296
,p85-BETA,jax_gene_5296
,P85B,jax_gene_5296
,R51H2,jax_gene_5890
,RAD51L1,jax_gene_5890
,REC2,jax_gene_5890
,EFTR-2,jax_gene_7004
,hRTEF-1B,jax_gene_7004
,RTEF1,jax_gene_7004
,TCF13L1,jax_gene_7004
,TEF-3,jax_gene_7004
,TEF3,jax_gene_7004
,TEFR-1,jax_gene_7004
,HEL-216,jax_gene_3417
,HEL-S-26,jax_gene_3417
,IDCD,jax_gene_3417
,IDH,jax_gene_3417
,IDP,jax_gene_3417
,IDPC,jax_gene_3417
,PICD,jax_gene_3417
,ALL-1,jax_gene_4297
,CXXC7,jax_gene_4297
,HRX,jax_gene_4297
,HTRX1,jax_gene_4297
,MLL,jax_gene_4297
,MLL1,jax_gene_4297
,MLL1A,jax_gene_4297
,TRX1,jax_gene_4297
,WDSTS,jax_gene_4297
,ERK,jax_gene_5594
,ERK-2,jax_gene_5594
,ERK2,jax_gene_5594
,ERT1,jax_gene_5594
,MAPK2,jax_gene_5594
,p38,jax_gene_5594
,p40,jax_gene_5594
,p41,jax_gene_5594
,p41mapk,jax_gene_5594
,p42-MAPK,jax_gene_5594
,P42MAPK,jax_gene_5594
,PRKM1,jax_gene_5594
,PRKM2,jax_gene_5594
,ASH1,jax_gene_55870
,ASH1L1,jax_gene_55870
,KMT2H,jax_gene_55870
,MRD52,jax_gene_55870
,CAP,jax_gene_10580
,FLAF2,jax_gene_10580
,R85FL,jax_gene_10580
,SH3D5,jax_gene_10580
,SH3P12,jax_gene_10580
,SORB1,jax_gene_10580
,HD7,jax_gene_9734
,HD7b,jax_gene_9734
,HD9,jax_gene_9734
,HDAC,jax_gene_9734
,HDAC7,jax_gene_9734
,HDAC7B,jax_gene_9734
,HDAC9B,jax_gene_9734
,HDAC9FL,jax_gene_9734
,HDRP,jax_gene_9734
,MITR,jax_gene_9734
,CAP1,jax_gene_5652
,PROSTASIN,jax_gene_5652
,PLK,jax_gene_5347
,STPK13,jax_gene_5347
,FACE,jax_gene_2178
,FAE,jax_gene_2178
,RNF61,jax_gene_23608
,dJ730K3.2,jax_gene_260425
,MAGI-3,jax_gene_260425
,bA386N14.2,jax_gene_7403
,KABUK2,jax_gene_7403
,UTX,jax_gene_7403
,BYK,jax_gene_7301
,Dtk,jax_gene_7301
,Etk-2,jax_gene_7301
,Rek,jax_gene_7301
,RSE,jax_gene_7301
,Sky,jax_gene_7301
,Tif,jax_gene_7301
,HUP1,jax_gene_5081
,MYOSCO,jax_gene_5081
,PAX7B,jax_gene_5081
,RMS2,jax_gene_5081
,ACT,jax_gene_72
,ACTA3,jax_gene_72
,ACTE,jax_gene_72
,ACTL3,jax_gene_72
,ACTSG,jax_gene_72
,VSCM,jax_gene_72
,ARAP,jax_gene_4192
,MK,jax_gene_4192
,NEGF2,jax_gene_4192
,EEK,jax_gene_2046
,EK3,jax_gene_2046
,HEK3,jax_gene_2046
,CGA,jax_gene_1113
,TPRBK,jax_gene_23331
,ARIA,jax_gene_3084
,GGF,jax_gene_3084
,GGF2,jax_gene_3084
,HGL,jax_gene_3084
,HRG,jax_gene_3084
,HRG1,jax_gene_3084
,HRGA,jax_gene_3084
,MST131,jax_gene_3084
,MSTP131,jax_gene_3084
,NDF,jax_gene_3084
,NRG1-IT2,jax_gene_3084
,SMDF,jax_gene_3084
,B4,jax_gene_930
,CVID3,jax_gene_930
,C20orf182,jax_gene_343637
,CRISTIN4,jax_gene_343637
,ABL,jax_gene_25
,BCR-ABL,jax_gene_25
,bcr/abl,jax_gene_25
,c-ABL,jax_gene_25
,c-ABL1,jax_gene_25
,CHDSKM,jax_gene_25
,JTK7,jax_gene_25
,p150,jax_gene_25
,v-abl,jax_gene_25
,HEL-S-80p,jax_gene_5500
,MP,jax_gene_5500
,NSLH2,jax_gene_5500
,PP-1B,jax_gene_5500
,PP1B,jax_gene_5500
,PP1beta,jax_gene_5500
,PP1c,jax_gene_5500
,PPP1beta,jax_gene_5500
,PPP1CD,jax_gene_5500
,HSSB,jax_gene_6117
,MST075,jax_gene_6117
,REPA1,jax_gene_6117
,RF-A,jax_gene_6117
,RP-A,jax_gene_6117
,RPA70,jax_gene_6117
,MYH,jax_gene_4595
,ATBF1,jax_gene_463
,ATBT,jax_gene_463
,C16orf47,jax_gene_463
,ZFH-3,jax_gene_463
,ZNF927,jax_gene_463
,182-FIP,jax_gene_57532
,82-FIP,jax_gene_57532
,FIP-82,jax_gene_57532
,PIG1,jax_gene_57532
,HIHGHH,jax_gene_208
,PKBB,jax_gene_208
,PKBBETA,jax_gene_208
,PRKBB,jax_gene_208
,RAC-BETA,jax_gene_208
,CC10,jax_gene_7356
,CC16,jax_gene_7356
,CCPBP,jax_gene_7356
,CCSP,jax_gene_7356
,UGB,jax_gene_7356
,UP-1,jax_gene_7356
,UP1,jax_gene_7356
,KMT7,jax_gene_80854
,SET7,jax_gene_80854
,SET7/9,jax_gene_80854
,SET9,jax_gene_80854
,EIEE27,jax_gene_2904
,GluN2B,jax_gene_2904
,hNR3,jax_gene_2904
,MRD6,jax_gene_2904
,NMDAR2B,jax_gene_2904
,NR2B,jax_gene_2904
,NR3,jax_gene_2904
,CAGF28,jax_gene_22976
,CAGF29,jax_gene_22976
,PACIP1,jax_gene_22976
,PAXIP1L,jax_gene_22976
,PTIP,jax_gene_22976
,TNRC2,jax_gene_22976
,CBL-3,jax_gene_23624
,CBL-SL,jax_gene_23624
,RNF57,jax_gene_23624
,BACH-1,jax_gene_571
,BTBD24,jax_gene_571
,bA149I23.6,jax_gene_439996
,IFIT1L,jax_gene_439996
,ATPSK1,jax_gene_9061
,PAPSS,jax_gene_9061
,SK1,jax_gene_9061
,PIP5K2C,jax_gene_79837
,CDHP,jax_gene_1001
,HJMD,jax_gene_1001
,PCAD,jax_gene_1001
,CG1,jax_gene_3895
,KNT,jax_gene_3895
,MU-RMS-40.19,jax_gene_3895
,DIC74,jax_gene_1781
,DNCI2,jax_gene_1781
,IC2,jax_gene_1781
,NEDMIBA,jax_gene_1781
,ATLD2,jax_gene_5111
,CD8B1,jax_gene_926
,LEU2,jax_gene_926
,LY3,jax_gene_926
,LYT3,jax_gene_926
,P37,jax_gene_926
,IMD43,jax_gene_567
,ER81,jax_gene_2115
,CD138,jax_gene_6382
,SDC,jax_gene_6382
,SYND1,jax_gene_6382
,syndecan,jax_gene_6382
,CDKN2,jax_gene_1017
,p33(CDK2),jax_gene_1017
,SLAC2-C,jax_gene_25924
,SLAC2C,jax_gene_25924
,Npl3,jax_gene_8148
,RBP56,jax_gene_8148
,TAF2N,jax_gene_8148
,TAFII68,jax_gene_8148
,DD5,jax_gene_51366
,EDD,jax_gene_51366
,EDD1,jax_gene_51366
,HYD,jax_gene_51366
,DHP,jax_gene_1806
,DHPDHASE,jax_gene_1806
,DPD,jax_gene_1806
,CMAVM2,jax_gene_2050
,HFASD,jax_gene_2050
,HTK,jax_gene_2050
,LMPHM7,jax_gene_2050
,MYK1,jax_gene_2050
,TYRO11,jax_gene_2050
,eta2,jax_gene_11201
,RAD30B,jax_gene_11201
,RAD3OB,jax_gene_11201
,FTDCR1B,jax_gene_9020
,HS,jax_gene_9020
,HSNIK,jax_gene_9020
,NIK,jax_gene_9020
,ETO2,jax_gene_863
,MTG16,jax_gene_863
,MTGR2,jax_gene_863
,RUNX1T3,jax_gene_863
,ZMYND4,jax_gene_863
,HIP-I,jax_gene_3092
,ILWEQ,jax_gene_3092
,SHON,jax_gene_3092
,SHONbeta,jax_gene_3092
,SHONgamma,jax_gene_3092
,PFM11,jax_gene_63978
,EIF2C,jax_gene_26523
,EIF2C1,jax_gene_26523
,GERP95,jax_gene_26523
,hAgo1,jax_gene_26523
,Q99,jax_gene_26523
,Neurodap1,jax_gene_9867
,RNF131,jax_gene_9867
,AML1-MTG8,jax_gene_862
,AML1T1,jax_gene_862
,CBFA2T1,jax_gene_862
,CDR,jax_gene_862
,ETO,jax_gene_862
,MTG8,jax_gene_862
,ZMYND2,jax_gene_862
,CDS1,jax_gene_11200
,CHK2,jax_gene_11200
,hCds1,jax_gene_11200
,HuCds1,jax_gene_11200
,LFS2,jax_gene_11200
,PP1425,jax_gene_11200
,RAD53,jax_gene_11200
,BSF-2,jax_gene_3569
,BSF2,jax_gene_3569
,CDF,jax_gene_3569
,HGF,jax_gene_3569
,HSF,jax_gene_3569
,IFN-beta-2,jax_gene_3569
,IFNB2,jax_gene_3569
,IL-6,jax_gene_3569
,SYNII,jax_gene_6854
,CSIF,jax_gene_3586
,GVHDS,jax_gene_3586
,IL-10,jax_gene_3586
,IL10A,jax_gene_3586
,TGIF,jax_gene_3586
,bHLHe37,jax_gene_4613
,MODED,jax_gene_4613
,N-myc,jax_gene_4613
,NMYC,jax_gene_4613
,ODED,jax_gene_4613
,B23,jax_gene_4869
,NPM,jax_gene_4869
,MAM-3,jax_gene_84441
,MAM2,jax_gene_84441
,MAM3,jax_gene_84441
,MLL-MAML2,jax_gene_84441
,DCNL1,jax_gene_54165
,DCUN1L1,jax_gene_54165
,RP42,jax_gene_54165
,SCCRO,jax_gene_54165
,SCRO,jax_gene_54165
,Tes3,jax_gene_54165
,HEP,jax_gene_2051
,CHNG1,jax_gene_7253
,hTSHR-I,jax_gene_7253
,LGR3,jax_gene_7253
,HMG20,jax_gene_7316
,CBP,jax_gene_1387
,KAT3A,jax_gene_1387
,MKHK1,jax_gene_1387
,RSTS,jax_gene_1387
,RSTS1,jax_gene_1387
,HsT17299,jax_gene_9133
,CIRP,jax_gene_1153
,HNRNPA2,jax_gene_3181
,HNRNPB1,jax_gene_3181
,HNRPA2,jax_gene_3181
,HNRPA2B1,jax_gene_3181
,HNRPB1,jax_gene_3181
,IBMPFD2,jax_gene_3181
,RNPA2,jax_gene_3181
,SNRPB1,jax_gene_3181
,ABP125,jax_gene_22872
,ABP130,jax_gene_22872
,HSPC275,jax_gene_22872
,HSPC334,jax_gene_22872
,NEDSOSB,jax_gene_22872
,SEC31L1,jax_gene_22872
,GS1,jax_gene_4644
,MYH12,jax_gene_4644
,MYO5,jax_gene_4644
,MYR12,jax_gene_4644
,CD27-L,jax_gene_970
,CD27L,jax_gene_970
,CD27LG,jax_gene_970
,LPFS3,jax_gene_970
,TNFSF7,jax_gene_970
,TNLG8A,jax_gene_970
,C-ERBA-2,jax_gene_7068
,C-ERBA-BETA,jax_gene_7068
,ERBA2,jax_gene_7068
,GRTH,jax_gene_7068
,NR1A2,jax_gene_7068
,PRTH,jax_gene_7068
,THR1,jax_gene_7068
,THRB1,jax_gene_7068
,THRB2,jax_gene_7068
,2-HPCL,jax_gene_26061
,HPCL,jax_gene_26061
,HPCL2,jax_gene_26061
,PHYH2,jax_gene_26061
,MAPKKK1,jax_gene_4214
,MEKK,jax_gene_4214
,MEKK 1,jax_gene_4214
,MEKK1,jax_gene_4214
,SRXY6,jax_gene_4214
,CD266,jax_gene_51330
,FN14,jax_gene_51330
,TWEAKR,jax_gene_51330
,ADSD2,jax_gene_10846
,HSPDE10A,jax_gene_10846
,IOLOD,jax_gene_10846
,LINC00473,jax_gene_10846
,PDE10A19,jax_gene_10846
,Microsatellite Instability,jax_gene_999999992
,C4.4A,jax_gene_27076
,CDC10,jax_gene_989
,CDC3,jax_gene_989
,NBLA02942,jax_gene_989
,SEPT7,jax_gene_989
,SEPT7A,jax_gene_989
,BCE-1,jax_gene_7091
,BCE1,jax_gene_7091
,E(spI),jax_gene_7091
,E(spl),jax_gene_7091
,ESG,jax_gene_7091
,ESG4,jax_gene_7091
,Grg-4,jax_gene_7091
,GRG4,jax_gene_7091
,CD325,jax_gene_1000
,CDHN,jax_gene_1000
,CDw325,jax_gene_1000
,NCAD,jax_gene_1000
,AIS,jax_gene_8626
,B(p51A),jax_gene_8626
,B(p51B),jax_gene_8626
,EEC3,jax_gene_8626
,KET,jax_gene_8626
,LMS,jax_gene_8626
,NBP,jax_gene_8626
,OFC8,jax_gene_8626
,p40,jax_gene_8626
,p51,jax_gene_8626
,p53CP,jax_gene_8626
,p63,jax_gene_8626
,p73H,jax_gene_8626
,p73L,jax_gene_8626
,RHS,jax_gene_8626
,SHFM4,jax_gene_8626
,TP53CP,jax_gene_8626
,TP53L,jax_gene_8626
,TP73L,jax_gene_8626
,MPPH,jax_gene_10000
,MPPH2,jax_gene_10000
,PKB-GAMMA,jax_gene_10000
,PKBG,jax_gene_10000
,PRKBG,jax_gene_10000
,RAC-gamma,jax_gene_10000
,RAC-PK-gamma,jax_gene_10000
,STK-2,jax_gene_10000
,ALPS5,jax_gene_1493
,CD,jax_gene_1493
,CD152,jax_gene_1493
,CELIAC3,jax_gene_1493
,CTLA-4,jax_gene_1493
,GRD4,jax_gene_1493
,GSE,jax_gene_1493
,IDDM12,jax_gene_1493
,ARMC13,jax_gene_63892
,GITA,jax_gene_63892
,ACTFS,jax_gene_4193
,hdm2,jax_gene_4193
,HDMX,jax_gene_4193
,LSKB,jax_gene_4193
,ALSAS,jax_gene_8558
,PISSLRE,jax_gene_8558
,GLUR3,jax_gene_2913
,GPRC1C,jax_gene_2913
,mGlu3,jax_gene_2913
,MGLUR3,jax_gene_2913
,ABRA1,jax_gene_84142
,CCDC98,jax_gene_84142
,FAM175A,jax_gene_84142
,B1,jax_gene_931
,Bp35,jax_gene_931
,CD20,jax_gene_931
,CVID5,jax_gene_931
,LEU-16,jax_gene_931
,MS4A2,jax_gene_931
,S7,jax_gene_931
,HOX1,jax_gene_3206
,HOX1.8,jax_gene_3206
,HOX1H,jax_gene_3206
,PL,jax_gene_3206
,FIM,jax_gene_7750
,MYM,jax_gene_7750
,RAMP,jax_gene_7750
,SCLL,jax_gene_7750
,ZNF198,jax_gene_7750
,ELK,jax_gene_2047
,EPHT2,jax_gene_2047
,Hek6,jax_gene_2047
,NET,jax_gene_2047
,CD136,jax_gene_4486
,CDw136,jax_gene_4486
,NPCA3,jax_gene_4486
,PTK8,jax_gene_4486
,RON,jax_gene_4486
,SEA,jax_gene_4486
,HBGF-5,jax_gene_2250
,Smag-82,jax_gene_2250
,TCMGLY,jax_gene_2250
,ERK-1,jax_gene_5595
,ERK1,jax_gene_5595
,ERT2,jax_gene_5595
,HS44KDAP,jax_gene_5595
,HUMKER1A,jax_gene_5595
,p44-ERK1,jax_gene_5595
,p44-MAPK,jax_gene_5595
,P44ERK1,jax_gene_5595
,P44MAPK,jax_gene_5595
,PRKM3,jax_gene_5595
,MART-1,jax_gene_2315
,MART1,jax_gene_2315
,BRCC2,jax_gene_675
,BROVCA2,jax_gene_675
,FACD,jax_gene_675
,FAD,jax_gene_675
,FAD1,jax_gene_675
,FANCD,jax_gene_675
,FANCD1,jax_gene_675
,GLM3,jax_gene_675
,PNCA2,jax_gene_675
,XRCC11,jax_gene_675
,H3-K9-HMTase 1,jax_gene_6839
,KMT1A,jax_gene_6839
,MG44,jax_gene_6839
,SUV39H,jax_gene_6839
,HP43.8KD,jax_gene_84640
,EFTUD1,jax_gene_1997
,RIA1,jax_gene_1997
,CT91,jax_gene_54763
,ODF6,jax_gene_54763
,RHPNAP1,jax_gene_54763
,ROPN1A,jax_gene_54763
,ropporin,jax_gene_54763
,SHP,jax_gene_8431
,SHP1,jax_gene_8431
,AAT4,jax_gene_4629
,FAA4,jax_gene_4629
,SMHC,jax_gene_4629
,SMMHC,jax_gene_4629
,RE2,jax_gene_23432
,SRIF-2,jax_gene_6751
,SS-1-R,jax_gene_6751
,SS1-R,jax_gene_6751
,SS1R,jax_gene_6751
,gp145(trkC),jax_gene_4916
,GP145-TrkC,jax_gene_4916
,TRKC,jax_gene_4916
,CIMT1,jax_gene_5468
,GLM1,jax_gene_5468
,NR1C3,jax_gene_5468
,PPARG1,jax_gene_5468
,PPARG2,jax_gene_5468
,PPARgamma,jax_gene_5468
,bHLHb27,jax_gene_3400
,IDB4,jax_gene_3400
,dJ400N23,jax_gene_23598
,MAZR,jax_gene_23598
,PATZ,jax_gene_23598
,RIAZ,jax_gene_23598
,ZBTB19,jax_gene_23598
,ZNF278,jax_gene_23598
,ZSG,jax_gene_23598
,CITK,jax_gene_11113
,CRIK,jax_gene_11113
,MCPH17,jax_gene_11113
,STK21,jax_gene_11113
,AGS2,jax_gene_4853
,HJCYS,jax_gene_4853
,hN2,jax_gene_4853
,MVCD1,jax_gene_7422
,VEGF,jax_gene_7422
,VPF,jax_gene_7422
,LAM,jax_gene_7249
,PPP1R160,jax_gene_7249
,TSC4,jax_gene_7249
,CFC3,jax_gene_5604
,MAPKK1,jax_gene_5604
,MEK1,jax_gene_5604
,MKK1,jax_gene_5604
,PRKMK1,jax_gene_5604
,SIAA0862,jax_gene_8036
,SOC2,jax_gene_8036
,SUR8,jax_gene_8036
,S6,jax_gene_6194
,Sph1,jax_gene_9627
,SYPH1,jax_gene_9627
,GRIM-1,jax_gene_55164
,Shq1p,jax_gene_55164
,BAF60A,jax_gene_6602
,CRACD1,jax_gene_6602
,Rsc6p,jax_gene_6602
,ALL3,jax_gene_5079
,BSAP,jax_gene_5079
,ANKRD15,jax_gene_23189
,CPSQ2,jax_gene_23189
,KANK,jax_gene_23189
,HsT1196,jax_gene_6317
,SCC,jax_gene_6317
,SCCA-1,jax_gene_6317
,SCCA-PD,jax_gene_6317
,SCCA1,jax_gene_6317
,SSCA1,jax_gene_6317
,T4-A,jax_gene_6317
,CISS3,jax_gene_55975
,KLHL6,jax_gene_55975
,PERCHING,jax_gene_55975
,SBBI26,jax_gene_55975
,CD309,jax_gene_3791
,FLK1,jax_gene_3791
,VEGFR,jax_gene_3791
,VEGFR2,jax_gene_3791
,P66,jax_gene_10714
,P68,jax_gene_10714
,PPP1R128,jax_gene_10714
,CMD1W,jax_gene_7414
,CMH15,jax_gene_7414
,HEL114,jax_gene_7414
,MV,jax_gene_7414
,MVCL,jax_gene_7414
,CT6.1,jax_gene_1485
,CTAG,jax_gene_1485
,CTAG1,jax_gene_1485
,ESO1,jax_gene_1485
,LAGE-2,jax_gene_1485
,LAGE2B,jax_gene_1485
,NY-ESO-1,jax_gene_1485
,AFGF,jax_gene_2246
,ECGF,jax_gene_2246
,ECGF-beta,jax_gene_2246
,ECGFA,jax_gene_2246
,ECGFB,jax_gene_2246
,FGF-1,jax_gene_2246
,FGF-alpha,jax_gene_2246
,FGFA,jax_gene_2246
,GLIO703,jax_gene_2246
,HBGF-1,jax_gene_2246
,HBGF1,jax_gene_2246
,KIAA1598,jax_gene_57698
,shootin-1,jax_gene_57698
,IGL,jax_gene_100423062
,IGLV,jax_gene_100423062
,VL-MAR,jax_gene_100423062
,IGHV434,jax_gene_28395
,VH,jax_gene_28395
,E1A-F,jax_gene_2118
,E1AF,jax_gene_2118
,PEA3,jax_gene_2118
,PEAS3,jax_gene_2118
,ARTD17,jax_gene_56965
,PARP-6-B1,jax_gene_56965
,PARP-6-C,jax_gene_56965
,pART17,jax_gene_56965
,ACTL6,jax_gene_86
,Arp4,jax_gene_86
,ARPN-BETA,jax_gene_86
,BAF53A,jax_gene_86
,INO80K,jax_gene_86
,ANX1,jax_gene_301
,LPC1,jax_gene_301
,hN-CoR,jax_gene_9611
,N-CoR,jax_gene_9611
,N-CoR1,jax_gene_9611
,PPP1R109,jax_gene_9611
,TRAC1,jax_gene_9611
,CHD-4,jax_gene_1108
,Mi-2b,jax_gene_1108
,Mi2-BETA,jax_gene_1108
,SIHIWES,jax_gene_1108
,ANHD,jax_gene_3709
,CFAP48,jax_gene_3709
,INSP3R2,jax_gene_3709
,IP3R2,jax_gene_3709
,PRO232,jax_gene_8000
,KRS1,jax_gene_6788
,MST2,jax_gene_6788
,MCH2,jax_gene_839
,AVO3,jax_gene_253260
,hAVO3,jax_gene_253260
,PIA,jax_gene_253260
,SLIL3,jax_gene_9353
,Slit-2,jax_gene_9353
,BDB,jax_gene_4920
,BDB1,jax_gene_4920
,NTRKR2,jax_gene_4920
,EBBP,jax_gene_10626
,IRF,jax_gene_84676
,MURF1,jax_gene_84676
,MURF2,jax_gene_84676
,RNF28,jax_gene_84676
,SMRZ,jax_gene_84676
,CDHR23,jax_gene_64072
,PITA5,jax_gene_64072
,USH1D,jax_gene_64072
,APR,jax_gene_5366
,NOXA,jax_gene_5366
,BAT8,jax_gene_10919
,C6orf30,jax_gene_10919
,G9A,jax_gene_10919
,GAT8,jax_gene_10919
,KMT1C,jax_gene_10919
,NG36,jax_gene_10919
,NR2A2,jax_gene_3174
,NR2A3,jax_gene_3174
,BAPX2,jax_gene_4824
,NKX3,jax_gene_4824
,NKX3.1,jax_gene_4824
,NKX3A,jax_gene_4824
,H-ray,jax_gene_11021
,RAB1C,jax_gene_11021
,RAY,jax_gene_11021
,JMJD2D,jax_gene_55693
,BM-010,jax_gene_1974
,DDX2B,jax_gene_1974
,eIF-4A-II,jax_gene_1974
,EIF4A,jax_gene_1974
,eIF4A-II,jax_gene_1974
,EIF4F,jax_gene_1974
,JFY-1,jax_gene_27113
,JFY1,jax_gene_27113
,PUMA,jax_gene_27113
,CIG,jax_gene_2335
,ED-B,jax_gene_2335
,FINC,jax_gene_2335
,FN,jax_gene_2335
,FNZ,jax_gene_2335
,GFND,jax_gene_2335
,GFND2,jax_gene_2335
,LETS,jax_gene_2335
,MSF,jax_gene_2335
,SMDCF,jax_gene_2335
,p55,jax_gene_8503
,p55-GAMMA,jax_gene_8503
,p55PIK,jax_gene_8503
,IMD22,jax_gene_3932
,LSK,jax_gene_3932
,p56lck,jax_gene_3932
,pp58lck,jax_gene_3932
,YT16,jax_gene_3932
,ACTRI,jax_gene_90
,ACVR1A,jax_gene_90
,ACVRLK2,jax_gene_90
,ALK2,jax_gene_90
,FOP,jax_gene_90
,SKR1,jax_gene_90
,TSRI,jax_gene_90
,c-E10,jax_gene_8915
,CARMEN,jax_gene_8915
,CIPER,jax_gene_8915
,CLAP,jax_gene_8915
,IMD37,jax_gene_8915
,mE10,jax_gene_8915
,DOM,jax_gene_6663
,PCWH,jax_gene_6663
,WS2E,jax_gene_6663
,WS4,jax_gene_6663
,WS4C,jax_gene_6663
,bcl2-L-3,jax_gene_4170
,BCL2L3,jax_gene_4170
,EAT,jax_gene_4170
,Mcl-1,jax_gene_4170
,MCL1-ES,jax_gene_4170
,mcl1/EAT,jax_gene_4170
,MCL1L,jax_gene_4170
,MCL1S,jax_gene_4170
,TM,jax_gene_4170
,BEND9,jax_gene_138151
,BTBD14,jax_gene_138151
,BTBD14A,jax_gene_138151
,BTBD31,jax_gene_138151
,NAC-2,jax_gene_138151
,RBB,jax_gene_138151
,AGO,jax_gene_55294
,CDC4,jax_gene_55294
,FBW6,jax_gene_55294
,FBW7,jax_gene_55294
,FBX30,jax_gene_55294
,FBXO30,jax_gene_55294
,FBXW6,jax_gene_55294
,hAgo,jax_gene_55294
,hCdc4,jax_gene_55294
,SEL-10,jax_gene_55294
,SEL10,jax_gene_55294
,MCCCHCM,jax_gene_22983
,SAST,jax_gene_22983
,CCNU,jax_gene_10309
,CILD29,jax_gene_10309
,UDG2,jax_gene_10309
,ATP1B,jax_gene_481
,bHLHe39,jax_gene_4609
,c-Myc,jax_gene_4609
,MRTL,jax_gene_4609
,MYCC,jax_gene_4609
,CT22,jax_gene_53340
,SP17,jax_gene_53340
,SP17-1,jax_gene_53340
,bA119F19.1,jax_gene_729262
,FAM22B,jax_gene_729262
,HD2,jax_gene_3066
,KDAC2,jax_gene_3066
,RPD3,jax_gene_3066
,YAF1,jax_gene_3066
,FA,jax_gene_2175
,FA-H,jax_gene_2175
,FA1,jax_gene_2175
,FAA,jax_gene_2175
,FACA,jax_gene_2175
,FAH,jax_gene_2175
,FANCH,jax_gene_2175
,PCDH-X,jax_gene_27328
,PCDH-Y,jax_gene_27328
,PCDH11,jax_gene_27328
,PCDH11Y,jax_gene_27328
,PCDH22,jax_gene_27328
,PCDHX,jax_gene_27328
,PPP1R119,jax_gene_27328
,HHF7,jax_gene_6566
,MCT,jax_gene_6566
,MCT1,jax_gene_6566
,MCT1D,jax_gene_6566
,CIS1,jax_gene_8651
,CISH1,jax_gene_8651
,JAB,jax_gene_8651
,SOCS-1,jax_gene_8651
,SSI-1,jax_gene_8651
,SSI1,jax_gene_8651
,TIP-3,jax_gene_8651
,TIP3,jax_gene_8651
,LIS7,jax_gene_1020
,PSSALRE,jax_gene_1020
,HSRNAFEV,jax_gene_54738
,PET-1,jax_gene_54738
,SNARK,jax_gene_81788
,ARA,jax_gene_5063
,beta-PAK,jax_gene_5063
,bPAK,jax_gene_5063
,MRX30,jax_gene_5063
,MRX47,jax_gene_5063
,OPHN3,jax_gene_5063
,PAK-3,jax_gene_5063
,PAK3beta,jax_gene_5063
,CMM10,jax_gene_25913
,GLM9,jax_gene_25913
,HPOT1,jax_gene_25913
,HNF-1A,jax_gene_6927
,HNF1,jax_gene_6927
,HNF4A,jax_gene_6927
,IDDM20,jax_gene_6927
,LFB1,jax_gene_6927
,MODY3,jax_gene_6927
,TCF-1,jax_gene_6927
,TCF1,jax_gene_6927
,PFBMFT5,jax_gene_55596
,JNK,jax_gene_5599
,JNK-46,jax_gene_5599
,JNK1,jax_gene_5599
,JNK1A2,jax_gene_5599
,JNK21B1/2,jax_gene_5599
,PRKM8,jax_gene_5599
,SAPK1,jax_gene_5599
,SAPK1c,jax_gene_5599
,bA145E8.1,jax_gene_22852
,THC2,jax_gene_22852
,ABS,jax_gene_51428
,MPLPF,jax_gene_51428
,RBTN1,jax_gene_4004
,RHOM1,jax_gene_4004
,TTG1,jax_gene_4004
,COFS4,jax_gene_2067
,RAD10,jax_gene_2067
,UV20,jax_gene_2067
,PYHIN4,jax_gene_9447
,SAVA,jax_gene_6862
,T,jax_gene_6862
,TFT,jax_gene_6862
,AML1-EVI-1,jax_gene_2122
,EVI1,jax_gene_2122
,KMT8E,jax_gene_2122
,MDS1,jax_gene_2122
,MDS1-EVI1,jax_gene_2122
,PRDM3,jax_gene_2122
,RUSAT2,jax_gene_2122
,H3.5,jax_gene_440093
,H3F3C,jax_gene_440093
,GASC1,jax_gene_23081
,JHDM3C,jax_gene_23081
,JMJD2C,jax_gene_23081
,TDRD14C,jax_gene_23081
,AXIL,jax_gene_8313
,ODCRCS,jax_gene_8313
,AP-1,jax_gene_3725
,AP1,jax_gene_3725
,c-Jun,jax_gene_3725
,cJUN,jax_gene_3725
,p39,jax_gene_3725
,bA209J19.1,jax_gene_10562
,GC1,jax_gene_10562
,GW112,jax_gene_10562
,hGC-1,jax_gene_10562
,hOLfD,jax_gene_10562
,OlfD,jax_gene_10562
,OLM4,jax_gene_10562
,UNQ362,jax_gene_10562
,bA346C16.3,jax_gene_23097
,CDC2L6,jax_gene_23097
,CDK11,jax_gene_23097
,CMD1G,jax_gene_7273
,CMH9,jax_gene_7273
,CMPD4,jax_gene_7273
,EOMFC,jax_gene_7273
,HMERF,jax_gene_7273
