surname,firstInitial,graph_id
Mahadeshwar,H,author_mahadeshwar_h
Protopopov,A,author_protopopov_a
Pak,H,author_pak_h
Al,Sannaa,author_al_sannaa
Seth,S,author_seth_s
Song,X,author_song_x
Goel,S,author_goel_s
DeCristo,MJ,author_decristo_mj
McAllister,SS,author_mcallister_ss
Tang,J,author_tang_j
Ravi,V,author_ravi_v
Torres,KE,author_torres_ke
Khatri,B,author_khatri_b
Halai,D,author_halai_d
Roxanis,I,author_roxanis_i
Baumhoer,D,author_baumhoer_d
Tirabosco,R,author_tirabosco_r
Amary,MF,author_amary_mf
Boshoff,C,author_boshoff_c
McDermott,U,author_mcdermott_u
Katan,M,author_katan_m
Stratton,MR,author_stratton_mr
Futreal,PA,author_futreal_pa
Flanagan,AM,author_flanagan_am
Harris,A,author_harris_a
Campbell,PJ,author_campbell_pj
An,N,author_an_n
Lin,YW,author_lin_yw
Mahajan,S,author_mahajan_s
Kellner,JN,author_kellner_jn
Li,Z,author_li_z
Kraft,AS,author_kraft_as
Kang,Y,author_kang_y
Yan,B,author_yan_b
Yau,EX,author_yau_ex
Samanta,S,author_samanta_s
Ong,CW,author_ong_cw
Yong,KJ,author_yong_kj
Ng,LK,author_ng_lk
Bhattacharya,B,author_bhattacharya_b
Lim,KH,author_lim_kh
Soong,R,author_soong_r
Yeoh,KG,author_yeoh_kg
Deng,N,author_deng_n
Tan,P,author_tan_p
Lam,Y,author_lam_y
Salto-Tellez,M,author_salto_tellez_m
Singapore,Gastric,author_singapore_gastric
Kulkarni,A,author_kulkarni_a
Al-Hraishawi,H,author_al_hraishawi_h
Simhadri,S,author_simhadri_s
Hirshfield,KM,author_hirshfield_km
Chen,S,author_chen_s
Pine,S,author_pine_s
Jeyamohan,C,author_jeyamohan_c
Sokol,L,author_sokol_l
Teo,ML,author_teo_ml
White,E,author_white_e
Rodriguez-Rodriguez,L,author_rodriguez_rodriguez_l
Williamson,L,author_williamson_l
Encheva,V,author_encheva_v
Gori,I,author_gori_i
Saunders,RE,author_saunders_re
Instrell,R,author_instrell_r
Ayg�n,O,author_aygun_o
Rodriguez-Martinez,M,author_rodriguez_martinez_m
Weems,JC,author_weems_jc
Kelly,GP,author_kelly_gp
Conaway,JW,author_conaway_jw
Conaway,RC,author_conaway_rc
Stewart,A,author_stewart_a
Howell,M,author_howell_m
Snijders,AP,author_snijders_ap
Svejstrup,JQ,author_svejstrup_jq
Bonilla,X,author_bonilla_x
Parmentier,L,author_parmentier_l
King,B,author_king_b
Bezrukov,F,author_bezrukov_f
Kaya,G,author_kaya_g
Zoete,V,author_zoete_v
Seplyarskiy,VB,author_seplyarskiy_vb
Sharpe,HJ,author_sharpe_hj
McKee,T,author_mckee_t
Letourneau,A,author_letourneau_a
Ribaux,PG,author_ribaux_pg
Popadin,K,author_popadin_k
Basset-Seguin,N,author_basset_seguin_n
Ben,Chaabene,author_ben_chaabene
Santoni,FA,author_santoni_fa
Andrianova,MA,author_andrianova_ma
Guipponi,M,author_guipponi_m
Garieri,M,author_garieri_m
Verdan,C,author_verdan_c
Grosdemange,K,author_grosdemange_k
Sumara,O,author_sumara_o
Eilers,M,author_eilers_m
Aifantis,I,author_aifantis_i
Michielin,O,author_michielin_o
de,Sauvage,author_de_sauvage
Antonarakis,SE,author_antonarakis_se
Nikolaev,SI,author_nikolaev_si
Hodis,E,author_hodis_e
Watson,IR,author_watson_ir
Kryukov,GV,author_kryukov_gv
Arold,ST,author_arold_st
Imielinski,M,author_imielinski_m
Theurillat,JP,author_theurillat_jp
Nickerson,E,author_nickerson_e
Auclair,D,author_auclair_d
Li,L,author_li_l
Place,C,author_place_c
Dicara,D,author_dicara_d
Ramos,AH,author_ramos_ah
Lawrence,MS,author_lawrence_ms
Cibulskis,K,author_cibulskis_k
Sivachenko,A,author_sivachenko_a
Voet,D,author_voet_d
Saksena,G,author_saksena_g
Stransky,N,author_stransky_n
Onofrio,RC,author_onofrio_rc
Winckler,W,author_winckler_w
Ardlie,K,author_ardlie_k
Wagle,N,author_wagle_n
Wargo,J,author_wargo_j
Chong,K,author_chong_k
Morton,DL,author_morton_dl
Stemke-Hale,K,author_stemke_hale_k
Chen,G,author_chen_g
Noble,M,author_noble_m
Meyerson,M,author_meyerson_m
Davies,MA,author_davies_ma
Gershenwald,JE,author_gershenwald_je
Wagner,SN,author_wagner_sn
Hoon,DS,author_hoon_ds
Schadendorf,D,author_schadendorf_d
Lander,ES,author_lander_es
Gabriel,SB,author_gabriel_sb
Getz,G,author_getz_g
Garraway,LA,author_garraway_la
Chin,L,author_chin_l
Pal,SK,author_pal_sk
Nguyen,CT,author_nguyen_ct
Morita,KI,author_morita_ki
Miki,Y,author_miki_y
Kayamori,K,author_kayamori_k
Yamaguchi,A,author_yamaguchi_a
Hong,BB,author_hong_bb
Chen,SQ,author_chen_sq
Qi,YL,author_qi_yl
Zhu,JW,author_zhu_jw
Lin,JY,author_lin_jy
Ali,SM,author_ali_sm
Shyr,Y,author_shyr_y
Guo,Y,author_guo_y
Reddy,NM,author_reddy_nm
Kozhaya,L,author_kozhaya_l
Unutmaz,D,author_unutmaz_d
Irish,JM,author_irish_jm
Dav�,UP,author_dave_up
Wu,J,author_wu_j
Smith,P,author_smith_p
Warmuth,M,author_warmuth_m
Zhu,P,author_zhu_p
Yu,L,author_yu_l
Chmielecki,J,author_chmielecki_j
Wu,N,author_wu_n
Watanabe,M,author_watanabe_m
Asano,G,author_asano_g
Nomura,S,author_nomura_s
Yoshitomi,H,author_yoshitomi_h
Takano,S,author_takano_s
Shida,T,author_shida_t
Kobayashi,S,author_kobayashi_s
Ohtsuka,M,author_ohtsuka_m
Kimura,F,author_kimura_f
Yoshidome,H,author_yoshidome_h
Kato,A,author_kato_a
Miyazaki,M,author_miyazaki_m
Clayton,NS,author_clayton_ns
Grose,RP,author_grose_rp
Weng,TY,author_weng_ty
Wang,CY,author_wang_cy
Hung,YH,author_hung_yh
Chen,WC,author_chen_wc
Chen,YL,author_chen_yl
Lai,MD,author_lai_md
Vermeulen,MA,author_vermeulen_ma
van,Deurzen,author_van_deurzen
Doebar,SC,author_doebar_sc
de,Leng,author_de_leng
Martens,JWM,author_martens_jwm
van,Diest,author_van_diest
Moelans,CB,author_moelans_cb
Mehnert,JM,author_mehnert_jm
Ganesan,S,author_ganesan_s
Labb�,RM,author_labbe_rm
Holowatyj,A,author_holowatyj_a
Yang,ZQ,author_yang_zq
Castellini,L,author_castellini_l
Moon,EJ,author_moon_ej
Razorenova,OV,author_razorenova_ov
Krieg,AJ,author_krieg_aj
von,Eyben,author_von_eyben
Giaccia,AJ,author_giaccia_aj
Li,RQ,author_li_rq
Stopsack,KH,author_stopsack_kh
Gerke,TA,author_gerke_ta
Andr�n,O,author_andren_o
Andersson,SO,author_andersson_so
Giovannucci,EL,author_giovannucci_el
Mucci,LA,author_mucci_la
Rider,JR,author_rider_jr
Sun,A,author_sun_a
Zhao,Y,author_zhao_y
Ying,W,author_ying_w
Sun,H,author_sun_h
Yang,X,author_yang_x
Xing,B,author_xing_b
Sun,W,author_sun_w
Ren,L,author_ren_l
Hu,B,author_hu_b
Qin,G,author_qin_g
Zhang,M,author_zhang_m
Chen,N,author_chen_n
Zhou,J,author_zhou_j
Liu,M,author_liu_m
Zhu,X,author_zhu_x
Qiu,Y,author_qiu_y
Sun,Y,author_sun_y
Huang,C,author_huang_c
Yan,M,author_yan_m
Wang,M,author_wang_m
Liu,W,author_liu_w
Tian,F,author_tian_f
Shi,T,author_shi_t
Zhu,W,author_zhu_w
Qin,J,author_qin_j
Xie,L,author_xie_l
Qian,X,author_qian_x
He,F,author_he_f
Chinese,Human,author_chinese_human
Wang,LH,author_wang_lh
Wu,CF,author_wu_cf
Rajasekaran,N,author_rajasekaran_n
Hill,VK,author_hill_vk
Gartner,JJ,author_gartner_jj
Samuels,Y,author_samuels_y
Goldstein,AM,author_goldstein_am
Kim,WY,author_kim_wy
Sharpless,NE,author_sharpless_ne
Zhao,R,author_zhao_r
Choi,BY,author_choi_by
Lee,MH,author_lee_mh
Bode,AM,author_bode_am
Dong,Z,author_dong_z
Jain,R,author_jain_r
Savage,MJ,author_savage_mj
Forman,AD,author_forman_ad
Mukherji,R,author_mukherji_r
Hall,MJ,author_hall_mj
Jacobsson,JA,author_jacobsson_ja
Haitina,T,author_haitina_t
Lindblom,J,author_lindblom_j
Fredriksson,R,author_fredriksson_r
Gay,L,author_gay_l
Johnson,A,author_johnson_a
Chudnovsky,J,author_chudnovsky_j
Elvin,JA,author_elvin_ja
Long,YH,author_long_yh
Wang,SQ,author_wang_sq
Li,YF,author_li_yf
Zhang,JH,author_zhang_jh
Shah,K,author_shah_k
Cornelissen,B,author_cornelissen_b
Kiltie,AE,author_kiltie_ae
Vallis,KA,author_vallis_ka
Matthaios,D,author_matthaios_d
Hountis,P,author_hountis_p
Karakitsos,P,author_karakitsos_p
Bouros,D,author_bouros_d
Kakolyris,S,author_kakolyris_s
Ceccaldi,R,author_ceccaldi_r
Sarangi,P,author_sarangi_p
D'Andrea,AD,author_d_andrea_ad
Rajendra,E,author_rajendra_e
Oestergaard,VH,author_oestergaard_vh
Langevin,F,author_langevin_f
Dornan,GL,author_dornan_gl
Patel,KJ,author_patel_kj
Passmore,LA,author_passmore_la
Longerich,S,author_longerich_s
Li,J,author_li_j
Xiong,Y,author_xiong_y
Sung,P,author_sung_p
Kupfer,GM,author_kupfer_gm
Lhota,F,author_lhota_f
Zemankova,P,author_zemankova_p
Kleiblova,P,author_kleiblova_p
Soukupova,J,author_soukupova_j
Vocka,M,author_vocka_m
Stranecky,V,author_stranecky_v
Janatova,M,author_janatova_m
Hartmannova,H,author_hartmannova_h
Hodanova,K,author_hodanova_k
Kmoch,S,author_kmoch_s
Kleibl,Z,author_kleibl_z
London,RE,author_london_re
Zheng,Y,author_zheng_y
Liu,Z,author_liu_z
Pang,X,author_pang_x
Zhang,Y,author_zhang_y
Yin,Y,author_yin_y
Lausenmeyer,EM,author_lausenmeyer_em
Braun,K,author_braun_k
Breyer,J,author_breyer_j
Gierth,M,author_gierth_m
Denzinger,S,author_denzinger_s
Burger,M,author_burger_m
Voelker,HU,author_voelker_hu
Otto,W,author_otto_w
Afsharpad,M,author_afsharpad_m
Nowroozi,MR,author_nowroozi_mr
Mobasheri,MB,author_mobasheri_mb
Ayati,M,author_ayati_m
Nekoohesh,L,author_nekoohesh_l
Saffari,M,author_saffari_m
Zendehdel,K,author_zendehdel_k
Modarressi,MH,author_modarressi_mh
Shukla,SA,author_shukla_sa
Bachireddy,P,author_bachireddy_p
Schilling,B,author_schilling_b
Galonska,C,author_galonska_c
Zhan,Q,author_zhan_q
Bango,C,author_bango_c
Langer,R,author_langer_r
Lee,PC,author_lee_pc
Gusenleitner,D,author_gusenleitner_d
Keskin,DB,author_keskin_db
Babadi,M,author_babadi_m
Mohammad,A,author_mohammad_a
Gnirke,A,author_gnirke_a
Clement,K,author_clement_k
Cartun,ZJ,author_cartun_zj
Van,Allen,author_van_allen
Miao,D,author_miao_d
Snyder,A,author_snyder_a
Merghoub,T,author_merghoub_t
Wolchok,JD,author_wolchok_jd
Meissner,A,author_meissner_a
Weber,JS,author_weber_js
Hacohen,N,author_hacohen_n
Neuberg,D,author_neuberg_d
Potts,PR,author_potts_pr
Murphy,GF,author_murphy_gf
Lian,CG,author_lian_cg
Hodi,FS,author_hodi_fs
Wu,CJ,author_wu_cj
Lo,SH,author_lo_sh
Dayalan,Naidu,author_dayalan_naidu
Kostov,RV,author_kostov_rv
Dinkova-Kostova,AT,author_dinkova_kostova_at
Asano,Y,author_asano_y
Kawase,T,author_kawase_t
Okabe,A,author_okabe_a
Tsutsumi,S,author_tsutsumi_s
Ichikawa,H,author_ichikawa_h
Tatebe,S,author_tatebe_s
Kitabayashi,I,author_kitabayashi_i
Tashiro,F,author_tashiro_f
Namiki,H,author_namiki_h
Kondo,T,author_kondo_t
Semba,K,author_semba_k
Aburatani,H,author_aburatani_h
Taya,Y,author_taya_y
Nakagama,H,author_nakagama_h
Ohki,R,author_ohki_r
Li,S,author_li_s
Ma,W,author_ma_w
Fei,T,author_fei_t
Lou,Q,author_lou_q
Cui,X,author_cui_x
Qin,X,author_qin_x
Liu,G,author_liu_g
Ma,Y,author_ma_y
Song,Z,author_song_z
Hu,Y,author_hu_y
Zhou,Z,author_zhou_z
Jia,Q,author_jia_q
Wang,Z,author_wang_z
Wang,X,author_wang_x
Hu,J,author_hu_j
Xiao,J,author_xiao_j
Wu,PS,author_wu_ps
Chang,YH,author_chang_yh
Pan,CC,author_pan_cc
Chen,YF,author_chen_yf
Wang,SY,author_wang_sy
Yang,YH,author_yang_yh
Zheng,J,author_zheng_j
Tsukao,Y,author_tsukao_y
Yamasaki,M,author_yamasaki_m
Miyazaki,Y,author_miyazaki_y
Makino,T,author_makino_t
Takahashi,T,author_takahashi_t
Kurokawa,Y,author_kurokawa_y
Miyata,H,author_miyata_h
Nakajima,K,author_nakajima_k
Takiguchi,S,author_takiguchi_s
Guillermet-Guibert,J,author_guillermet_guibert_j
Lahlou,H,author_lahlou_h
Cordelier,P,author_cordelier_p
Bousquet,C,author_bousquet_c
Pyronnet,S,author_pyronnet_s
Susini,C,author_susini_c
Frati,A,author_frati_a
Rouzier,R,author_rouzier_r
Lesieur,B,author_lesieur_b
Vergilio,JA,author_vergilio_ja
Roels,S,author_roels_s
Nakamura,BN,author_nakamura_bn
Gray,A,author_gray_a
Wong,MK,author_wong_mk
Xia,J,author_xia_j
Cao,T,author_cao_t
Ma,C,author_ma_c
Wang,ZP,author_wang_zp
Ma,J,author_ma_j
Xu,Z,author_xu_z
Maroney,AC,author_maroney_ac
Dobrzanski,P,author_dobrzanski_p
Kukekov,NV,author_kukekov_nv
Greene,LA,author_greene_la
Murphy,CJ,author_murphy_cj
Karreth,FA,author_karreth_fa
Emdal,KB,author_emdal_kb
White,FM,author_white_fm
Elemento,O,author_elemento_o
Toker,A,author_toker_a
Wulf,GM,author_wulf_gm
Cantley,LC,author_cantley_lc
V�ller,D,author_voller_d
Reinders,J,author_reinders_j
Meister,G,author_meister_g
Bosserhoff,AK,author_bosserhoff_ak
Sand,M,author_sand_m
Choo,SY,author_choo_sy
Altieri,DC,author_altieri_dc
Liang,X,author_liang_x
Hong,J,author_hong_j
Cai,X,author_cai_x
Morris,LG,author_morris_lg
Ramaswami,D,author_ramaswami_d
Chan,TA,author_chan_ta
Rohrbeck,A,author_rohrbeck_a
Borlak,J,author_borlak_j
Stark,MS,author_stark_ms
Woods,SL,author_woods_sl
Gartside,MG,author_gartside_mg
Bonazzi,VF,author_bonazzi_vf
Dutton-Regester,K,author_dutton_regester_k
Aoude,LG,author_aoude_lg
Chow,D,author_chow_d
Sereduk,C,author_sereduk_c
Niemi,NM,author_niemi_nm
Tang,N,author_tang_n
Ellis,JJ,author_ellis_jj
Reid,J,author_reid_j
Zismann,V,author_zismann_v
Tyagi,S,author_tyagi_s
Muzny,D,author_muzny_d
Newsham,I,author_newsham_i
Wu,Y,author_wu_y
Palmer,JM,author_palmer_jm
Pollak,T,author_pollak_t
Youngkin,D,author_youngkin_d
Brooks,BR,author_brooks_br
Lanagan,C,author_lanagan_c
Schmidt,CW,author_schmidt_cw
Kobe,B,author_kobe_b
MacKeigan,JP,author_mackeigan_jp
Yin,H,author_yin_h
Brown,KM,author_brown_km
Gibbs,R,author_gibbs_r
Trent,J,author_trent_j
Hayward,NK,author_hayward_nk
Johansen,S,author_johansen_s
Brenner,AK,author_brenner_ak
Bartaula-Brevik,S,author_bartaula_brevik_s
Reikvam,H,author_reikvam_h
Bruserud,�,author_bruserud_o
Werkoff,G,author_werkoff_g
Antoine,M,author_antoine_m
Rodenas,A,author_rodenas_a
Darai,E,author_darai_e
Chereau,E,author_chereau_e
Guo,RS,author_guo_rs
Shi,PD,author_shi_pd
Chen,YY,author_chen_yy
Morichetti,D,author_morichetti_d
Mazzucchelli,R,author_mazzucchelli_r
Santinelli,A,author_santinelli_a
Stramazzotti,D,author_stramazzotti_d
Lopez-Beltran,A,author_lopez_beltran_a
Scarpelli,M,author_scarpelli_m
Bono,AV,author_bono_av
Cheng,L,author_cheng_l
Montironi,R,author_montironi_r
Salemi,LM,author_salemi_lm
Maitland,MER,author_maitland_mer
McTavish,CJ,author_mctavish_cj
Schild-Poulter,C,author_schild_poulter_c
Lampert,F,author_lampert_f
Stafa,D,author_stafa_d
Goga,A,author_goga_a
Soste,MV,author_soste_mv
Gilberto,S,author_gilberto_s
Olieric,N,author_olieric_n
Picotti,P,author_picotti_p
Stoffel,M,author_stoffel_m
Peter,M,author_peter_m
Steele,CD,author_steele_cd
Tarabichi,M,author_tarabichi_m
Oukrif,D,author_oukrif_d
Webster,AP,author_webster_ap
Fittall,M,author_fittall_m
Lombard,P,author_lombard_p
Collord,G,author_collord_g
Haase,K,author_haase_k
Strauss,SJ,author_strauss_sj
Berisha,F,author_berisha_f
Vaikkinen,H,author_vaikkinen_h
Dhami,P,author_dhami_p
Jansen,M,author_jansen_m
Feber,A,author_feber_a
Alexandrov,LB,author_alexandrov_lb
Zhai,X,author_zhai_x
Meng,F,author_meng_f
Maurer,G,author_maurer_g
Tarkowski,B,author_tarkowski_b
Baccarini,M,author_baccarini_m
Noeparast,A,author_noeparast_a
Giron,P,author_giron_p
Noor,A,author_noor_a
Bahadur,Shahi,author_bahadur_shahi
De,Brakeleer,author_de_brakeleer
Eggermont,C,author_eggermont_c
Vandenplas,H,author_vandenplas_h
Boeckx,B,author_boeckx_b
Lambrechts,D,author_lambrechts_d
De,Gr�ve,author_de_greve
Teugels,E,author_teugels_e
Guo,XX,author_guo_xx
Han,B,author_han_b
Zhang,XM,author_zhang_xm
An,S,author_an_s
Zhang,XY,author_zhang_xy
Hao,Q,author_hao_q
Xu,TR,author_xu_tr
Yde,CW,author_yde_cw
Sehested,A,author_sehested_a
Mateu-Regu�,�,author_mateu_regue_a
�strup,O,author_ostrup_o
Scheie,D,author_scheie_d
Nysom,K,author_nysom_k
Nielsen,FC,author_nielsen_fc
Rossing,M,author_rossing_m
Hicks,JK,author_hicks_jk
Henderson-Jackson,E,author_henderson_jackson_e
Duggan,J,author_duggan_j
Joyce,DM,author_joyce_dm
Brohl,AS,author_brohl_as
McEvoy,CR,author_mcevoy_cr
Smith,K,author_smith_k
Etemadmoghadam,D,author_etemadmoghadam_d
San,Leong,author_san_leong
Choong,DY,author_choong_dy
Byrne,DJ,author_byrne_dj
Iravani,A,author_iravani_a
Beck,S,author_beck_s
Mileshkin,L,author_mileshkin_l
Tothill,RW,author_tothill_rw
Bowtell,DD,author_bowtell_dd
Bates,BM,author_bates_bm
Nastevski,V,author_nastevski_v
Browning,J,author_browning_j
Bell,AH,author_bell_ah
Khoo,C,author_khoo_c
Desai,J,author_desai_j
Fellowes,AP,author_fellowes_ap
Fox,SB,author_fox_sb
Prall,OW,author_prall_ow
Skrygan,M,author_skrygan_m
Georgas,D,author_georgas_d
Arenz,C,author_arenz_c
Gambichler,T,author_gambichler_t
Sand,D,author_sand_d
Altmeyer,P,author_altmeyer_p
Bechara,FG,author_bechara_fg
Yan,X,author_yan_x
Habedanck,R,author_habedanck_r
Nigg,EA,author_nigg_ea
Kang,X,author_kang_x
Onaitis,MW,author_onaitis_mw
Owzar,K,author_owzar_k
Wei,Y,author_wei_y
Hung,RJ,author_hung_rj
Bury,L,author_bury_l
Zetterberg,E,author_zetterberg_e
Lein�e,EB,author_leinoe_eb
Falcinelli,E,author_falcinelli_e
Marturano,A,author_marturano_a
Manni,G,author_manni_g
Nurden,AT,author_nurden_at
Gresele,P,author_gresele_p
Hong,SK,author_hong_sk
Lee,H,author_lee_h
Kwon,OS,author_kwon_os
Song,NY,author_song_ny
Lee,HJ,author_lee_hj
Kang,S,author_kang_s
Kim,JH,author_kim_jh
Kim,M,author_kim_m
Kim,W,author_kim_w
Cha,HJ,author_cha_hj
Hu,L,author_hu_l
Zang,MD,author_zang_md
Wang,HX,author_wang_hx
Zhang,BG,author_zhang_bg
Wang,ZQ,author_wang_zq
Fan,ZY,author_fan_zy
Wu,H,author_wu_h
Li,JF,author_li_jf
Su,LP,author_su_lp
Zhu,ZQ,author_zhu_zq
Yang,QM,author_yang_qm
Huang,Q,author_huang_q
Liu,BY,author_liu_by
Zhu,ZG,author_zhu_zg
Zhang,N,author_zhang_n
Ma,D,author_ma_d
Pan,Q,author_pan_q
Chai,Z,author_chai_z
Ao,J,author_ao_j
Tang,Z,author_tang_z
Wada,T,author_wada_t
Penninger,JM,author_penninger_jm
Mesman,S,author_mesman_s
Smidt,MP,author_smidt_mp
Braunstein,M,author_braunstein_m
Anderson,MK,author_anderson_mk
Furukawa,T,author_furukawa_t
Sakamoto,H,author_sakamoto_h
Takeuchi,S,author_takeuchi_s
Ameri,M,author_ameri_m
Kuboki,Y,author_kuboki_y
Yamamoto,T,author_yamamoto_t
Hatori,T,author_hatori_t
Yamamoto,M,author_yamamoto_m
Sugiyama,M,author_sugiyama_m
Ohike,N,author_ohike_n
Yamaguchi,H,author_yamaguchi_h
Shimizu,M,author_shimizu_m
Shibata,N,author_shibata_n
Shimizu,K,author_shimizu_k
Shiratori,K,author_shiratori_k
Jiang,HL,author_jiang_hl
Ye,X,author_ye_x
Yu,J,author_yu_j
Li,W,author_li_w
Lin,JD,author_lin_jd
Chinnaiyan,AM,author_chinnaiyan_am
Lai,ZC,author_lai_zc
Guan,KL,author_guan_kl
Je,EM,author_je_em
Choi,YJ,author_choi_yj
Chung,YJ,author_chung_yj
Yoo,NJ,author_yoo_nj
Lee,SH,author_lee_sh
Brhane,Y,author_brhane_y
McLaughlin,J,author_mclaughlin_j
Brennan,P,author_brennan_p
Bickeb�ller,H,author_bickeboller_h
Rosenberger,A,author_rosenberger_a
Houlston,RS,author_houlston_rs
Caporaso,N,author_caporaso_n
Landi,MT,author_landi_mt
Heinrich,J,author_heinrich_j
Risch,A,author_risch_a
Wu,X,author_wu_x
Ye,Y,author_ye_y
Christiani,DC,author_christiani_dc
Amos,CI,author_amos_ci
Wei,Q,author_wei_q
Transdisciplinary,Research,author_transdisciplinary_research
Guasch,G,author_guasch_g
Ollendorff,V,author_ollendorff_v
Borg,JP,author_borg_jp
Birnbaum,D,author_birnbaum_d
P�busque,MJ,author_pebusque_mj
Wan,Y,author_wan_y
Cartwright,T,author_cartwright_t
Perkins,ND,author_perkins_nd
L,Wilson,author_l_wilson
Concetti,J,author_concetti_j
Wilson,CL,author_wilson_cl
Hoesel,B,author_hoesel_b
Schmid,JA,author_schmid_ja
Jiao,X,author_jiao_x
Sun,HF,author_sun_hf
Gao,SP,author_gao_sp
Li,LD,author_li_ld
Huang,S,author_huang_s
Hu,X,author_hu_x
Shao,ZM,author_shao_zm
Jin,W,author_jin_w
Morin,JA,author_morin_ja
Cerr�n,F,author_cerron_f
Jarillo,J,author_jarillo_j
Beltran-Heredia,E,author_beltran_heredia_e
Ciesielski,GL,author_ciesielski_gl
Arias-Gonzalez,JR,author_arias_gonzalez_jr
Kaguni,LS,author_kaguni_ls
Cao,FJ,author_cao_fj
Ibarra,B,author_ibarra_b
Pan,C,author_pan_c
Ruan,H,author_ruan_h
Chang,L,author_chang_l
Yang,J,author_yang_j
Zheng,Z,author_zheng_z
Zheng,F,author_zheng_f
Bol,GM,author_bol_gm
Xie,M,author_xie_m
Raman,V,author_raman_v
Valentin-Vega,YA,author_valentin_vega_ya
Wang,YD,author_wang_yd
Parker,M,author_parker_m
Patmore,DM,author_patmore_dm
Kanagaraj,A,author_kanagaraj_a
Moore,J,author_moore_j
Rusch,M,author_rusch_m
Finkelstein,D,author_finkelstein_d
Nitiss,JL,author_nitiss_jl
Meng,H,author_meng_h
Chen,R,author_chen_r
Faggad,A,author_faggad_a
Darb-Esfahani,S,author_darb_esfahani_s
Wirtz,R,author_wirtz_r
Sinn,B,author_sinn_b
Sehouli,J,author_sehouli_j
K�nsgen,D,author_konsgen_d
Lage,H,author_lage_h
Weichert,W,author_weichert_w
Noske,A,author_noske_a
Budczies,J,author_budczies_j
M�ller,BM,author_muller_bm
Buckendahl,AC,author_buckendahl_ac
R�ske,A,author_roske_a
Eldin,Elwali,author_eldin_elwali
Dietel,M,author_dietel_m
Denkert,C,author_denkert_c
Washiro,M,author_washiro_m
Sugimoto,T,author_sugimoto_t
Seki,N,author_seki_n
Lan,J,author_lan_j
Huang,HY,author_huang_hy
Lee,SW,author_lee_sw
Chen,TJ,author_chen_tj
Tai,HC,author_tai_hc
Hsu,HP,author_hsu_hp
Chang,KY,author_chang_ky
Wood,LD,author_wood_ld
Lindman,M,author_lindman_m
Jones,S,author_jones_s
Buckhaults,P,author_buckhaults_p
Polyak,K,author_polyak_k
Sukumar,S,author_sukumar_s
Carter,H,author_carter_h
Kim,D,author_kim_d
Karchin,R,author_karchin_r
Sj�blom,T,author_sjoblom_t
Kyt�vuori,L,author_kytovuori_l
K�rpp�,M,author_karppa_m
Tuominen,H,author_tuominen_h
Uusimaa,J,author_uusimaa_j
Saari,M,author_saari_m
Hinttala,R,author_hinttala_r
Wu,C,author_wu_c
Parrott,AM,author_parrott_am
Fu,C,author_fu_c
Marino,SM,author_marino_sm
Gladyshev,VN,author_gladyshev_vn
Jain,MR,author_jain_mr
Baykal,AT,author_baykal_at
Li,Q,author_li_q
Oka,S,author_oka_s
Sadoshima,J,author_sadoshima_j
Beuve,A,author_beuve_a
Simmons,WJ,author_simmons_wj
Li,H,author_li_h
Wang,W,author_wang_w
Yan,H,author_yan_h
Cheng,X,author_cheng_x
Ye,J,author_ye_j
Lu,W,author_lu_w
Hu,C,author_hu_c
Pu,J,author_pu_j
Cao,P,author_cao_p
Ghoreschi,K,author_ghoreschi_k
Laurence,A,author_laurence_a
Soleimani,VD,author_soleimani_vd
Ramachandran,P,author_ramachandran_p
Palidwor,GA,author_palidwor_ga
Porter,CJ,author_porter_cj
Perkins,TJ,author_perkins_tj
Akiyama,T,author_akiyama_t
Sreenath,TL,author_sreenath_tl
Dobi,A,author_dobi_a
Petrovics,G,author_petrovics_g
Srivastava,S,author_srivastava_s
Hu,Q,author_hu_q
Zhi,F,author_zhi_f
Mao,D,author_mao_d
Liang,H,author_liang_h
Vadas,O,author_vadas_o
Dbouk,HA,author_dbouk_ha
Majamaa,K,author_majamaa_k
Abril,J,author_abril_j
de,Heredia,author_de_heredia
Gonz�lez,L,author_gonzalez_l
Cl�ries,R,author_cleries_r
Nadal,M,author_nadal_m
Condom,E,author_condom_e
Aguil�,F,author_aguilo_f
G�mez-Zaera,M,author_gomez_zaera_m
Nunes,V,author_nunes_v
Errichiello,E,author_errichiello_e
Balsamo,A,author_balsamo_a
Cerni,M,author_cerni_m
Venesio,T,author_venesio_t
Ellison,DW,author_ellison_dw
Gilbertson,RJ,author_gilbertson_rj
Kim,HJ,author_kim_hj
Taylor,JP,author_taylor_jp
Xiao,Y,author_xiao_y
Xiong,Z,author_xiong_z
Zhao,F,author_zhao_f
Yin,C,author_yin_c
Su,P,author_su_p
Li,D,author_li_d
Chen,Z,author_chen_z
Ma,X,author_ma_x
Zhang,G,author_zhang_g
Qian,A,author_qian_a
Miao,Z,author_miao_z
Parker,MH,author_parker_mh
Perry,RL,author_perry_rl
Fauteux,MC,author_fauteux_mc
Berkes,CA,author_berkes_ca
Rudnicki,MA,author_rudnicki_ma
Labreche,K,author_labreche_k
Simeonova,I,author_simeonova_i
Kamoun,A,author_kamoun_a
Gleize,V,author_gleize_v
Chubb,D,author_chubb_d
Letouz�,E,author_letouze_e
Riazalhosseini,Y,author_riazalhosseini_y
Dobbins,SE,author_dobbins_se
Elarouci,N,author_elarouci_n
Ducray,F,author_ducray_f
de,Reyni�s,author_de_reynies
